,H1-PelletTriflic-Fl-R1,H1-PelletTriflic-Fl-R2,H1-PelletTriflic-Fl-R3,H1-SonicSupTriflic-V2-R1,H1-SonicSupTriflic-V2-R2,H1-SonicSupTriflic-V2-R3,H1-wholetriflic-R1,H1-wholetriflic-R2,H1-wholetriflic-R3
38171199,9,9,8,0,0,0,10,9,11
38172563,0,2,0,0,0,0,0,0,0
38173258,0,0,0,4,1,3,2,0,0
38174712,0,1,3,0,0,0,1,3,2
38175138,29,23,32,41,32,34,20,20,20
38175396,0,4,2,0,2,0,3,1,2
38176804,2,2,3,0,0,0,6,5,6
38177463,9,5,8,11,9,11,3,3,3
38178623,0,0,4,24,21,23,0,0,0
38178631,0,1,0,11,14,7,0,0,0
38183267,0,0,0,2,2,1,5,0,0
38184972,0,0,0,0,0,0,0,6,7
38185668,0,0,0,13,17,13,0,0,0
38186900,1,1,2,0,0,0,7,5,8
38188900,3,6,3,0,0,0,2,4,2
38200476,5,4,4,0,0,0,8,4,2
38210069,16,25,17,10,9,11,16,20,17
38210645,9,10,9,25,25,25,6,14,7
38213152,1,0,0,2,3,3,2,0,1
38214195,6,2,2,1,4,3,0,0,0
38215699,0,0,0,3,3,2,0,0,0
38216270,0,0,0,10,8,5,0,0,0
38217692,20,20,22,32,27,26,33,33,30
38226036,0,3,0,0,0,0,5,8,6
38229634,8,2,2,6,3,5,4,6,6
38230458,0,0,0,0,0,0,0,2,5
38230893,0,0,0,2,2,2,0,0,0
38231752,0,0,1,2,1,2,3,5,3
38234955,0,1,5,0,0,0,0,1,2
38236844,0,0,0,0,3,0,0,0,0
38243737,0,0,0,15,13,12,0,0,0
38244546,4,6,6,7,8,10,28,20,16
38244737,3,4,3,0,0,0,6,2,1
38262356,2,3,3,7,6,6,0,0,0
38268555,5,6,6,0,0,0,4,6,5
38272657,5,2,2,0,0,0,5,5,6
38308511,0,4,0,2,0,0,0,0,0
38308737,4,3,0,0,0,0,4,3,0
38316636,2,2,3,0,0,0,5,5,6
38317573,33,28,28,0,0,0,25,24,18
38319561,5,3,8,0,0,0,5,5,4
38321268,16,18,13,0,0,0,11,12,10
38324850,6,1,2,18,15,17,2,5,2
38340095,0,0,0,35,50,55,0,2,0
38343808,2,0,0,8,9,7,2,0,0
38350554,2,0,2,15,14,13,2,3,1
38357655,0,0,0,0,5,5,0,0,0
38362906,0,2,2,15,17,17,0,0,0
38367580,2,3,2,0,0,0,8,5,5
38369552,0,0,0,1,5,1,0,1,0
38370000,0,0,2,0,0,0,1,0,4
38375657,0,0,2,4,5,2,0,0,0
38378292,12,7,12,0,0,0,9,4,2
38383492,0,0,0,13,16,13,0,0,0
38418009,20,16,23,0,0,0,26,25,25
38421939,25,23,21,25,30,26,11,5,3
38423561,0,0,0,7,8,8,0,0,0
38443883,2,2,3,0,0,0,6,5,6
38444923,0,0,0,4,2,3,0,0,0
38448785,0,3,0,0,0,0,0,0,0
38450919,0,0,0,4,0,0,0,0,0
38456908,22,20,23,2,1,2,17,14,14
38457411,33,33,39,4,3,2,40,36,30
38466077,0,0,0,6,6,6,0,0,0
38480238,1,0,1,0,2,0,0,0,0
38480677,7,4,7,4,9,4,0,0,0
38485816,9,9,12,12,10,9,15,13,12
38488089,0,0,2,3,5,4,1,2,2
38491764,0,0,0,7,10,6,0,0,0
38511665,3,3,3,9,3,5,4,6,6
38521846,7,7,10,0,0,0,8,5,5
38525021,6,4,4,0,0,0,4,5,4
38527804,0,0,0,16,18,15,0,0,0
38536964,4,1,0,0,0,0,0,0,0
38539766,3,0,0,42,44,44,0,1,1
38545142,0,0,0,0,0,2,0,0,0
38546218,0,2,2,4,7,5,5,9,5
38546762,0,1,0,5,6,7,0,0,0
38557719,10,10,10,24,23,16,11,13,11
38558446,3,2,3,0,0,0,0,0,0
38565456,0,4,3,8,7,10,0,0,0
38565790,5,6,5,0,0,0,2,3,6
38566986,3,5,4,5,5,5,9,8,7
38568248,0,0,0,18,10,14,0,0,0
38569033,5,6,6,2,2,2,6,7,8
38570153,15,8,7,9,12,9,17,13,13
38573836,4,4,1,0,0,0,2,1,3
38576238,6,7,6,0,0,0,0,3,0
38589356,0,0,0,6,9,9,2,5,2
38593166,1,2,0,30,35,40,0,3,1
38593458,27,38,37,31,32,29,22,23,17
38594897,0,2,2,0,0,0,7,2,1
38595171,0,1,0,5,4,5,0,0,0
38603820,14,11,15,4,8,7,16,18,15
38610882,0,0,0,1,3,0,0,0,0
38613059,0,3,0,0,0,0,5,8,6
38615855,22,23,21,23,21,26,11,12,7
38616692,2,2,3,0,0,0,6,5,6
38622353,2,0,0,3,4,3,6,6,5
38622589,5,3,0,0,0,0,6,0,0
38634149,16,15,12,12,12,11,20,22,15
38638685,0,0,0,21,23,27,0,0,0
38639771,42,45,57,4,3,2,58,45,45
38647316,0,2,1,0,0,0,0,0,4
38655163,5,4,4,0,0,0,3,4,4
38661849,0,0,0,0,0,0,2,7,2
38664124,1,4,5,5,5,5,4,7,2
38666650,27,35,34,8,8,9,24,32,21
38667619,0,0,0,3,4,2,0,0,0
38668149,1,3,0,0,0,0,0,0,0
38668695,0,0,0,2,4,3,0,0,0
38702300,10,11,9,12,11,10,19,15,15
38706990,7,8,8,23,20,19,15,10,14
38770643,0,0,0,7,6,6,0,2,2
38780228,0,0,0,0,4,2,0,0,0
38785731,6,6,7,0,2,0,7,7,9
38787507,20,17,18,6,5,8,12,13,12
38787868,0,0,0,3,0,6,0,0,0
38788037,2,0,4,0,0,1,8,5,3
38792089,3,0,2,1,4,4,4,6,3
38812067,2,2,3,0,0,0,6,5,6
38815754,12,16,16,15,12,11,15,16,11
38825105,0,0,0,3,3,3,0,0,0
38842066,11,9,7,5,7,4,7,6,12
38856084,14,14,13,0,0,0,18,22,23
38867144,6,9,6,7,9,9,3,4,3
38875171,0,0,0,0,0,0,0,0,2
38877018,5,6,9,6,5,4,4,6,3
38877293,2,3,0,0,0,0,4,8,4
38886728,2,2,3,0,0,0,6,5,6
38890743,2,2,3,0,0,0,6,5,6
38892416,0,0,0,0,2,0,0,0,0
38897361,0,0,0,9,4,6,0,0,0
38899259,0,0,0,0,0,0,2,1,0
38904580,14,12,10,12,16,13,17,18,19
38907709,9,11,5,0,0,0,12,7,5
38909102,14,8,7,0,0,0,8,4,4
38920264,2,2,3,0,0,0,6,5,6
38920404,0,2,0,5,6,5,5,4,6
38923708,1,0,0,0,0,0,2,3,5
38938895,6,7,8,0,0,0,5,8,6
38939864,6,7,5,0,0,0,13,3,7
38945324,0,0,0,0,0,0,11,15,10
38945484,6,1,0,5,3,6,4,5,6
38948155,2,3,0,0,0,0,0,0,0
38953307,3,2,2,0,0,0,0,1,2
38954636,20,18,19,38,33,29,11,15,12
38966495,0,0,0,4,2,3,0,0,0
38967326,4,6,6,0,0,0,0,0,0
38991183,0,0,0,0,0,0,1,3,0
38994909,0,0,0,4,4,3,0,0,0
38995229,0,3,1,0,0,0,1,1,1
38999421,0,0,1,0,0,0,1,3,1
39000160,12,14,18,0,0,0,0,0,0
39003732,4,9,8,14,16,15,8,5,8
39003874,6,5,5,0,0,0,10,8,9
39009181,0,0,0,5,3,3,0,0,0
39010950,0,2,0,0,0,0,0,0,0
39015583,0,0,0,3,7,6,0,0,0
39025147,3,4,2,4,4,4,0,0,0
39031512,2,0,0,0,0,0,0,0,0
39032732,0,0,0,0,5,5,0,0,0
39033977,0,1,0,0,0,0,3,0,1
39038409,2,2,3,0,0,0,6,5,6
39042272,12,15,9,2,4,3,20,24,20
39048773,0,0,0,15,14,12,0,0,0
39053068,5,4,5,2,3,2,6,4,6
39053440,0,0,0,17,9,8,0,0,0
39104274,7,10,8,0,0,0,5,4,4
39107471,0,0,0,14,11,13,0,0,0
39125380,0,0,0,4,2,2,0,0,0
39161735,2,0,1,0,3,2,0,0,0
39172859,16,18,14,50,54,54,17,12,12
39194266,5,2,4,1,4,4,5,8,5
39263517,0,0,0,0,0,0,2,0,0
39268506,2,1,3,92,99,91,0,0,0
39268683,0,0,0,0,0,2,0,0,0
39275703,9,8,7,0,1,0,6,8,2
39280292,0,0,0,15,10,11,6,11,6
39280970,0,0,2,14,13,18,6,7,4
39288217,4,0,0,0,0,0,0,0,0
39300566,4,3,4,0,0,0,4,5,4
39301598,0,0,0,2,0,0,0,0,0
39304699,7,3,0,0,0,0,0,0,7
39305585,0,0,0,1,2,5,0,0,0
39306968,0,0,0,0,0,0,2,1,0
39309295,0,0,0,0,0,0,0,2,0
39320181,13,12,15,17,22,18,7,7,2
39324587,3,1,1,2,3,3,1,2,2
39325230,0,0,3,0,2,0,0,0,0
39332140,3,2,3,0,0,0,0,0,0
39332312,140,130,138,189,167,162,170,161,137
39334897,0,0,0,0,0,2,0,0,0
39335389,0,0,0,66,59,65,0,0,0
39338690,2,2,2,0,0,0,3,0,5
39347932,16,15,19,25,34,30,16,11,15
39349392,7,9,9,17,12,13,10,13,13
39350602,17,16,16,2,3,2,15,15,17
39353588,11,11,13,0,0,0,8,7,3
39369823,13,12,18,8,7,8,11,10,12
39371053,0,0,0,4,2,1,0,0,0
39371140,2,2,3,0,0,0,6,5,6
39371729,4,4,9,57,71,62,4,5,5
39378651,2,2,1,4,5,3,0,0,0
39381016,0,0,0,8,8,9,0,0,0
39393766,0,2,0,0,0,0,5,6,6
39393827,5,3,5,0,0,0,3,6,2
39403038,0,0,0,6,5,6,0,0,0
39409465,0,2,1,6,5,5,0,0,1
39413985,0,0,0,4,2,6,0,0,0
39416084,6,3,3,8,14,14,7,9,3
39421787,0,0,0,3,1,0,3,2,2
39422906,0,2,2,0,0,0,7,2,1
39424195,3,2,3,0,0,0,8,9,6
39426259,0,0,0,15,14,11,1,0,1
39429598,4,4,7,3,3,4,5,7,5
39429872,5,3,5,8,4,7,4,2,0
39438578,8,8,7,0,0,0,14,11,17
39439162,14,10,10,0,7,5,14,10,14
39442406,22,18,15,7,0,2,17,19,11
39442455,0,0,0,2,6,3,0,0,0
39452876,0,0,0,0,0,0,0,5,5
39456131,0,1,1,10,8,9,5,3,3
39468588,0,7,0,0,13,16,10,8,7
39471405,0,0,0,0,0,0,0,0,2
39476615,2,2,3,0,0,0,6,5,6
39478973,3,1,0,33,27,28,23,15,17
39481723,5,2,2,0,0,0,5,5,6
39482142,0,0,0,0,3,2,2,4,3
39484512,0,0,2,3,5,4,1,2,2
39487203,31,28,35,49,36,36,21,20,22
39487712,5,3,4,5,5,6,4,4,4
39489097,0,0,0,6,3,5,0,0,0
39490261,3,4,6,14,10,9,2,4,3
39493682,3,0,0,0,0,0,0,2,0
39494209,4,3,4,0,0,0,5,5,5
39494582,3,2,3,0,0,0,0,0,0
39495835,6,6,5,2,3,2,8,7,6
39499732,2,2,3,0,0,0,6,5,6
39500393,2,2,3,0,0,0,6,5,6
39503301,10,9,12,0,0,0,18,19,10
39522915,3,8,5,0,0,0,6,6,5
39537644,25,29,24,0,0,0,22,12,15
39538706,2,0,3,0,5,4,2,3,3
39540375,5,0,4,2,0,3,2,0,0
39550231,11,13,12,0,0,0,14,11,11
39552245,0,0,2,17,18,19,6,7,4
39555884,11,9,13,0,0,0,6,8,7
39556505,16,20,18,13,11,10,11,15,12
39561218,0,0,0,29,28,30,0,0,0
39568271,4,3,6,0,0,0,8,6,6
39597104,3,5,5,0,0,0,3,3,6
39608597,2,2,3,0,0,0,6,5,6
39621693,2,2,3,0,0,0,6,5,6
39624741,0,3,0,9,11,7,11,11,13
39635022,0,0,0,0,0,0,7,4,5
39637495,12,8,13,0,0,0,19,14,13
39639042,2,2,3,0,0,0,6,5,6
39640317,0,0,0,0,0,0,2,1,2
39643099,5,0,3,0,0,0,0,0,0
39651630,34,37,35,0,0,0,28,17,20
39660753,28,24,29,27,22,26,1,3,1
39668634,0,0,0,2,4,3,0,0,0
39668641,13,5,4,14,12,13,5,8,4
39681257,23,31,31,26,28,27,19,20,11
39683917,0,0,0,6,3,0,0,0,0
39689050,1,2,3,15,20,15,0,0,0
39691681,1,3,1,0,0,0,1,2,0
39697032,0,0,0,7,5,8,0,2,0
39700687,6,8,5,22,23,22,0,0,0
39707614,7,9,7,2,0,0,9,8,10
39707748,8,8,4,0,0,0,10,13,12
39707926,8,6,5,4,2,3,1,0,0
39717943,17,18,18,18,22,19,19,22,17
39719331,0,0,2,3,2,2,0,1,0
39720529,17,15,22,40,34,43,17,18,17
39727427,0,0,0,6,5,5,1,1,2
39735000,0,0,4,13,14,12,0,2,0
39736766,5,4,4,41,51,42,0,0,1
39739042,2,4,3,0,0,0,0,2,2
39739933,5,4,5,0,0,0,0,0,0
39745655,9,8,14,14,15,9,3,1,2
39745692,1,2,2,0,0,0,0,2,0
39748977,0,0,3,1,0,0,0,2,3
39753345,25,24,20,3,3,2,38,22,25
39753555,0,0,0,9,10,9,3,4,4
39754209,7,2,3,6,3,4,0,0,0
39756635,12,17,17,4,3,2,16,13,13
39758553,3,3,4,0,0,0,4,5,5
39760203,18,20,24,8,5,11,31,29,25
39761371,9,13,0,0,0,0,11,11,7
39761609,0,0,0,12,11,9,10,8,8
39764263,0,0,0,4,2,7,0,0,0
39766264,5,1,4,0,0,0,4,6,6
39767478,0,1,0,5,5,4,2,2,3
39767596,0,0,0,0,0,0,4,3,0
39771498,0,0,0,2,1,2,0,0,0
39776553,0,0,0,78,67,72,0,0,0
39777449,14,14,14,0,0,0,15,16,12
39777943,2,3,1,0,0,0,1,0,1
39785820,2,5,1,0,0,0,10,9,10
39787083,10,9,4,0,0,0,11,8,11
39787404,40,42,49,0,0,0,30,31,34
39790955,0,0,0,7,6,7,0,0,0
39802694,20,16,19,25,20,18,6,8,12
39802908,3,2,3,0,0,0,0,0,0
39808505,2,2,3,0,0,0,6,5,6
39818478,5,5,2,0,0,0,5,7,6
39820532,11,10,11,82,81,76,4,0,0
39828553,0,0,0,4,2,4,0,0,0
39837699,6,8,6,0,0,0,4,8,4
39847522,8,9,10,0,0,0,7,10,8
39853630,0,0,0,0,2,0,0,0,0
39854476,3,3,2,0,0,0,0,0,0
39860959,1,0,0,4,6,4,0,0,0
39872206,3,4,4,44,46,44,10,8,14
39879221,0,0,0,0,2,0,0,0,0
39881169,0,0,0,4,4,4,0,2,2
39892492,8,2,2,5,3,5,4,6,6
39905798,0,0,0,8,7,7,0,0,0
39909297,10,14,13,27,32,28,14,16,5
39909644,5,4,3,0,0,0,5,5,3
39910607,0,0,0,9,9,13,0,0,0
39915019,10,8,7,0,0,0,7,8,10
39916090,0,0,0,0,0,0,7,6,6
39917347,3,6,4,8,7,7,0,0,0
39917934,2,1,2,3,4,4,1,2,0
39919801,0,0,0,2,4,3,0,0,0
39922068,6,3,5,0,0,0,10,12,12
39933385,6,4,4,7,11,6,2,3,2
39933581,2,2,3,0,0,0,6,5,6
39934005,31,31,28,0,0,0,26,15,17
39946062,0,0,0,20,17,20,0,0,0
39947940,10,10,11,14,18,15,7,5,1
39948915,4,7,6,0,0,0,5,9,5
39951205,3,2,3,0,1,0,0,0,0
39954417,6,9,10,0,0,0,10,9,7
39955143,4,3,2,0,0,0,0,0,0
39960428,0,0,4,32,29,34,10,11,8
39961103,16,12,11,0,0,0,9,12,12
39965365,29,26,34,23,25,32,30,25,25
39972608,11,8,4,0,0,0,8,8,6
40013927,1,2,0,11,9,7,1,2,2
40018612,0,0,0,8,6,5,0,0,0
40027263,4,3,0,24,24,19,0,0,0
40036060,0,1,1,0,0,0,3,0,0
40038499,4,8,6,0,0,0,2,6,4
40041834,0,0,0,6,3,3,0,0,0
40042595,11,4,3,0,0,0,8,16,14
40042956,0,0,5,10,12,12,0,0,0
40043291,34,27,31,14,18,11,20,17,17
40045063,13,9,9,0,0,0,18,15,14
40046530,0,0,0,12,7,11,0,0,0
40051533,3,0,0,0,0,0,0,0,0
40053642,0,0,0,2,5,0,0,0,0
40054228,0,0,0,7,13,7,0,0,0
40057681,25,26,27,19,18,24,25,26,23
40061398,3,3,4,0,0,0,4,5,5
40069052,3,2,2,0,0,0,2,1,1
40072047,2,2,3,0,0,0,6,5,6
40072453,0,0,0,0,2,3,0,0,0
40084907,2,3,6,154,155,160,7,6,6
40090242,0,0,0,2,0,0,0,0,0
40096542,2,1,4,0,0,0,0,3,1
40105724,6,6,5,2,3,2,8,7,6
40113341,3,2,5,11,19,14,8,11,6
40123740,0,0,0,2,0,0,0,0,0
40124498,2,4,1,7,6,4,4,5,3
40130030,3,4,3,12,11,11,10,11,13
40130545,12,8,9,9,7,5,14,15,16
40135187,2,2,3,0,0,0,6,5,6
40137855,1,2,3,0,0,0,1,2,2
40138605,6,7,7,17,12,17,3,4,4
40147478,1,0,0,0,1,4,2,2,0
40148342,0,4,5,0,0,0,0,0,0
40158401,5,2,0,0,0,0,3,0,0
40188225,13,11,8,6,5,6,0,0,0
40189334,4,4,3,0,0,0,5,6,4
40203895,0,0,0,3,2,4,0,0,0
40203993,12,10,10,6,9,6,8,8,10
40207815,0,2,2,5,6,4,0,0,0
40210077,3,4,1,0,0,0,1,1,2
40213847,6,6,5,2,3,2,8,7,6
40217822,2,2,3,0,0,0,6,5,6
40273714,3,6,8,0,0,0,10,9,8
40279031,0,0,0,0,0,0,3,5,2
40290134,8,9,9,0,0,0,13,12,16
40296026,0,3,0,0,0,1,0,6,5
40297854,0,0,6,22,21,23,17,20,14
40312078,2,2,3,0,0,0,6,5,6
40313827,2,2,3,0,0,0,6,5,6
40315766,1,3,0,0,0,0,0,0,0
40326381,0,2,2,0,3,5,0,0,0
40327086,0,2,2,21,23,21,0,0,0
40334976,0,5,0,0,0,0,0,1,0
40351811,11,14,16,0,0,0,4,6,1
40373605,0,0,2,0,0,0,0,0,0
40388280,22,21,20,0,0,0,18,9,0
40390554,0,0,0,0,5,5,0,0,0
40393382,9,8,10,0,0,0,16,16,12
40397137,28,29,25,32,35,33,17,14,20
40399566,8,5,8,0,0,0,4,2,4
40403207,20,23,25,0,0,0,26,24,32
40415571,0,0,6,0,0,0,0,0,0
40424587,0,0,0,5,6,2,0,0,0
40439635,2,4,3,4,2,2,2,2,1
40441269,7,6,5,0,0,0,1,1,2
40447959,0,0,0,5,8,8,0,0,0
40454015,6,8,10,0,0,0,8,4,2
40454326,1,1,0,7,2,3,0,0,0
40454691,1,0,1,1,2,2,0,0,0
40454796,8,8,11,0,0,0,8,7,7
40468403,0,0,0,5,0,0,0,0,0
40471003,13,14,17,0,0,0,11,10,11
40472017,2,1,0,0,0,0,2,6,6
40473455,1,0,0,0,0,0,0,6,2
40476364,2,1,4,0,0,0,9,9,12
40477281,7,5,11,0,0,0,11,3,14
40480689,0,0,0,3,5,3,0,0,0
40484257,15,15,11,0,0,0,10,11,7
40496309,7,8,9,8,6,7,6,7,8
40505167,3,4,1,5,5,5,7,5,4
40522458,3,6,5,28,37,28,0,0,1
40544258,5,1,1,4,4,3,6,3,5
40544576,13,6,4,0,0,0,6,4,3
40546248,4,4,3,0,0,0,0,5,0
40553417,2,0,0,0,0,0,2,0,0
40558929,1,1,2,0,0,0,0,0,0
40559644,0,0,4,5,7,5,0,0,1
40560036,2,2,3,0,0,0,6,5,6
40562507,10,4,12,28,32,26,17,20,21
40564970,10,5,5,0,0,0,4,0,0
40569237,0,2,1,0,0,0,0,0,4
40574242,13,18,15,0,0,0,6,10,7
40582524,0,0,0,16,11,13,0,0,0
40582822,5,3,5,9,7,9,4,2,0
40584357,6,4,4,5,4,4,3,4,3
40586201,35,30,30,3,7,8,53,56,42
40590441,0,1,3,12,9,12,0,0,0
40601308,15,17,13,0,0,0,9,11,8
40603890,0,0,0,7,7,5,0,0,0
40606070,0,0,0,1,3,0,0,0,0
40624878,2,1,0,0,0,0,0,0,0
40626043,4,4,0,0,0,0,7,4,0
40628800,0,0,0,5,8,7,0,0,3
40629089,2,3,3,0,0,0,0,1,0
40630997,0,3,3,0,0,0,1,0,0
40636025,16,11,13,0,0,0,13,17,14
40639233,5,3,4,0,0,0,10,10,10
40649252,0,0,2,0,0,0,0,0,0
40649630,32,31,32,21,23,26,31,34,38
40653126,0,0,0,0,0,0,8,5,5
40656833,12,11,9,9,4,6,1,0,0
40661357,0,0,0,5,2,2,3,0,0
40669008,0,0,0,0,0,0,0,0,2
40673879,8,8,9,0,0,0,9,14,11
40674602,16,17,18,12,9,17,6,7,5
40681971,3,3,0,0,0,0,8,6,5
40686252,20,20,21,23,19,23,7,12,13
40688875,15,19,18,0,0,0,11,12,9
40691438,0,2,2,0,0,0,0,0,0
40697017,8,6,5,4,3,2,2,4,4
40702413,4,5,6,0,0,0,4,6,3
40708468,3,4,3,0,0,0,0,0,0
40713597,4,10,6,6,7,4,13,9,13
40716097,2,2,3,0,0,0,6,5,6
40718655,0,0,0,3,0,3,0,0,0
40719712,0,0,0,6,5,3,0,0,0
40723118,40,36,38,0,0,0,56,53,59
40726507,34,42,37,17,18,19,15,5,5
40729521,10,12,9,6,7,9,9,5,3
40731175,2,0,0,20,17,14,2,2,1
40731472,0,0,0,11,15,15,0,0,0
40731912,2,0,0,0,0,0,0,0,0
40733334,13,11,13,7,7,7,0,0,0
40734018,0,0,0,20,24,26,2,4,6
40737456,2,2,4,0,0,0,2,3,1
40742919,0,0,0,2,0,0,0,0,0
40756703,0,0,0,0,0,0,3,0,0
40779364,5,4,5,0,0,0,8,3,2
40790052,7,10,8,0,0,0,5,4,4
40799658,3,9,5,0,0,0,0,1,0
40801738,19,21,21,13,17,14,19,24,22
40804668,2,2,3,0,0,0,6,5,6
40805558,2,0,0,0,0,0,0,0,0
40809721,1,3,1,0,0,0,4,3,6
40812287,35,30,38,7,10,12,30,27,26
40816991,16,16,14,23,20,18,18,23,12
40824579,2,2,3,0,0,0,6,5,6
40846185,3,1,3,0,0,0,2,2,3
40852561,6,8,9,5,4,6,0,0,1
40856835,3,4,5,0,0,0,1,5,5
40857694,0,0,0,0,3,5,0,0,0
40859402,4,2,4,4,3,3,10,7,6
40864608,3,2,0,0,0,0,1,2,0
40865503,53,53,64,161,177,178,40,44,22
40866681,17,11,8,6,5,6,9,7,8
40868305,2,4,6,0,0,0,3,4,6
40871632,3,4,4,2,6,4,1,3,1
40873081,3,1,1,35,34,33,2,2,4
40877082,0,1,0,0,0,0,3,0,1
40879112,17,16,16,39,34,35,26,32,32
40894678,2,2,3,0,0,0,6,5,6
40896044,2,0,0,0,0,0,0,0,0
40905395,0,0,0,16,15,14,0,0,0
40912214,17,14,8,33,35,34,12,17,15
40914080,0,0,0,0,3,0,0,0,0
40914457,4,6,6,20,23,21,6,7,3
40922865,0,0,3,0,0,0,5,5,3
40930144,0,2,0,0,0,0,0,0,0
40937455,5,2,1,6,9,5,7,2,9
40937725,0,0,0,0,0,0,9,7,6
40938225,24,16,26,0,0,0,20,17,22
40947806,4,5,5,0,0,0,5,2,0
40958819,12,11,9,0,0,0,10,6,4
40967051,10,8,11,0,0,0,15,11,9
40968297,1,1,3,0,0,0,0,0,1
40968851,0,0,0,23,26,18,8,6,10
40971421,10,13,12,0,0,0,19,17,19
40972610,2,2,3,0,0,0,6,5,6
40983389,0,0,4,0,0,0,5,4,5
40986662,3,2,2,0,0,0,1,3,8
40989094,6,6,10,0,5,4,6,7,4
40989357,11,12,14,9,9,7,8,6,5
40989487,4,4,7,0,0,0,7,8,7
40991805,3,5,4,9,11,10,4,4,3
40999159,3,2,2,0,0,0,1,3,8
40999747,13,12,14,31,23,24,9,13,10
41003227,0,2,0,1,2,1,4,7,3
41004472,0,0,2,2,1,2,1,2,0
41005332,2,5,6,0,0,0,10,8,6
41014153,0,0,0,4,3,2,0,0,0
41023801,0,0,0,0,0,0,0,2,0
41025407,0,0,0,26,23,20,0,0,0
41025960,4,0,0,0,0,0,4,0,5
41030872,5,3,0,0,0,0,0,0,4
41033873,2,4,6,7,9,8,1,2,3
41035922,3,0,0,4,8,5,0,0,0
41036719,1,0,0,0,0,0,0,0,6
41038780,0,0,0,1,0,0,2,0,0
41050172,11,13,18,19,14,10,18,15,11
41052966,10,6,8,5,8,7,1,0,0
41060605,3,5,1,0,0,0,5,5,4
41062289,5,4,4,0,0,0,8,4,2
41062864,4,0,0,0,0,0,3,2,4
41067909,10,16,19,8,5,5,5,6,8
41068538,0,0,2,0,0,0,0,2,0
41069815,9,10,11,0,0,0,11,10,9
41072355,15,18,17,2,0,0,21,24,18
41072424,7,9,10,8,8,15,5,7,6
41073315,0,0,0,7,11,9,0,0,0
41075089,3,0,0,3,1,2,2,2,0
41083740,0,0,0,13,9,14,0,0,0
41087706,16,11,18,19,20,17,3,4,4
41090900,10,8,10,17,18,20,15,11,13
41091278,10,19,17,0,0,0,8,8,2
41095154,3,4,4,4,6,4,1,4,1
41098073,0,0,0,4,0,1,0,0,0
41106184,0,0,0,6,2,1,0,0,0
41110941,15,19,19,5,6,5,13,21,12
41115016,6,8,7,0,0,0,8,4,7
41117163,0,0,0,3,5,4,4,6,5
41117642,18,17,17,2,5,6,20,20,19
41124596,28,21,24,4,2,3,18,11,11
41141501,3,2,2,3,5,6,0,0,0
41142204,2,3,4,8,9,7,3,0,1
41154848,10,11,16,0,0,0,6,13,16
41165392,8,11,10,0,0,0,4,4,4
41172647,44,51,53,1,2,1,38,50,30
41174608,2,2,3,0,0,0,6,5,6
41174778,8,2,2,5,3,5,4,6,6
41176110,0,0,0,12,9,8,0,0,0
41181960,0,0,0,2,3,1,3,1,2
41183392,19,20,20,26,19,26,12,15,12
41196648,0,0,0,4,0,5,0,0,0
41199082,0,0,0,4,0,4,0,0,0
41204379,32,38,38,34,30,36,29,32,28
41229333,0,0,0,0,0,0,0,0,2
41232121,4,3,5,0,0,0,4,4,4
41242315,11,10,8,38,41,37,9,6,5
41254298,9,11,15,0,0,0,11,12,7
41284655,0,2,1,0,0,0,0,0,4
41289069,6,11,12,2,0,0,10,8,10
41302277,3,6,7,0,0,0,0,0,0
41318454,11,12,10,32,33,29,13,8,7
41331421,0,0,0,1,1,2,0,2,0
41335415,0,0,0,7,3,5,0,0,0
41344216,2,2,3,0,0,0,6,5,6
41361740,4,0,0,0,0,0,0,0,0
41367059,18,20,16,0,0,0,14,16,15
41382277,14,9,16,2,3,2,10,13,10
41384441,19,20,13,0,0,0,30,26,26
41397517,4,0,0,0,0,0,0,0,0
41409343,0,0,0,0,0,0,4,6,5
41414109,0,0,0,3,3,2,0,0,0
41425870,2,2,3,0,0,0,6,5,6
41430661,1,3,2,0,0,0,3,0,0
41430857,0,0,0,8,10,14,0,0,0
41440629,0,0,0,0,3,5,0,0,0
41442153,7,6,7,2,0,4,0,2,4
41444278,9,11,10,0,0,2,12,11,13
41446606,13,11,8,6,5,6,0,0,0
41462166,0,0,0,8,11,12,0,0,0
41466580,3,4,2,0,0,0,1,2,1
41481789,6,7,8,0,1,1,0,0,0
41491269,11,13,16,0,0,0,9,16,11
41492034,0,0,0,0,0,0,4,6,7
41498782,8,8,7,10,15,11,7,5,6
41499392,0,0,0,28,23,23,1,1,0
41501734,0,0,0,9,6,7,0,0,0
41505027,24,25,21,0,0,0,6,8,10
41511179,0,0,0,0,0,0,3,5,0
41511404,0,0,0,4,5,5,0,0,0
41513103,2,2,0,0,0,0,5,6,6
41514658,0,2,3,4,6,0,0,0,0
41521775,8,11,10,0,0,0,7,8,11
41521963,0,2,0,0,0,0,3,4,3
41526942,4,0,0,0,0,0,4,7,8
41541925,4,1,3,0,0,0,3,3,1
41541970,0,0,0,19,22,21,6,12,7
41548860,6,5,5,13,16,14,0,0,0
41549656,0,0,0,0,0,0,2,2,0
41558348,11,8,9,6,4,6,6,7,7
41560916,0,0,0,0,0,0,1,3,3
41561744,6,9,8,20,19,23,54,41,37
41571678,0,0,0,11,7,6,0,0,0
41574334,0,0,0,4,5,6,0,0,0
41577682,2,2,3,0,0,0,6,5,6
41580483,3,2,2,0,0,0,1,1,5
