"","H1_PelletTriflic_Fl_R1","H1_PelletTriflic_Fl_R2","H1_PelletTriflic_Fl_R3","H1_SonicSupTriflic_V2_R1","H1_SonicSupTriflic_V2_R2","H1_SonicSupTriflic_V2_R3","H1_wholetriflic_R1","H1_wholetriflic_R2","H1_wholetriflic_R3"
"40726507",5.04160306600669,5.27869942592303,5.11556328532066,4.36674767735495,4.4231362995326,4.47653729617586,4.39031522905932,3.88893982300725,3.92111803983263
"40729521",4.14239812400317,4.23730870399678,4.08828847076042,3.89788177515696,3.95921521198197,4.06477438079124,4.11260307561654,3.88893982300725,3.77080736925675
"40731175",3.65525897135169,3.53636716115595,3.53636716115595,4.47605686932763,4.3853363083324,4.28108041126328,3.66175413389045,3.66050274194027,3.59451943343147
"40731472",3.53636716115595,3.53636716115595,3.53636716115595,4.13035920483081,4.30782475738094,4.32152606736027,3.53636716115595,3.53636716115595,3.53636716115595
"40733334",4.27824108880982,4.19189232114394,4.27023560590825,3.94908945436606,3.95921521198197,3.9673699839213,3.53636716115595,3.53636716115595,3.53636716115595
"40734018",3.53636716115595,3.53636716115595,3.53636716115595,4.47605686932763,4.63699288042171,4.72306633836598,3.66175413389045,3.82206430322607,3.98466726063463
"40779364",3.87859529103142,3.81446958001933,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,4.06145059634789,3.7453039044158,3.67784820253892
"40790052",3.99262013277396,4.14529513173737,4.03893772300543,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.82206430322607,3.85107171920376
"40799658",3.73713882203652,4.09717470791661,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.58767015800609,3.53636716115595
"40801738",4.52686790316402,4.60865075498209,4.59262629386122,4.21231694440587,4.3853363083324,4.28108041126328,4.55758448819934,4.74222162323396,4.75326061105306
"40804668",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"40809721",3.5855705115237,3.73864299363903,3.58469642278323,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.7453039044158,3.98466726063463
"40812287",5.07172508723411,4.92258693401053,5.14427263319568,3.94908945436606,4.10032024721548,4.1978548730421,4.95639861380505,4.84816326723588,4.90663331948505
"40816991",4.40596666068936,4.41004373956541,4.31314946622807,4.58012810123933,4.49687543391141,4.43876697173085,4.51697094037732,4.70560693276694,4.30880926163685
"40824579",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"40852561",3.9377535473782,4.047165701541,4.08828847076042,3.84199955327724,3.78749900742069,3.91469490596101,3.53636716115595,3.53636716115595,3.59451943343147
"40856835",3.73713882203652,3.81446958001933,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.58816871557918,3.88893982300725,3.92111803983263
"40859402",3.81275054827961,3.65621456214349,3.80880976029009,3.77974845912715,3.71534288314147,3.72063411951541,4.16184255174279,4.00508895118836,3.98466726063463
"40865503",5.55354130244633,5.56139184261783,5.7847832668188,7.04454547200132,7.24607137652471,7.29234964153565,5.26241132416568,5.36466301158053,4.75326061105306
"40866681",4.44700921651779,4.19189232114394,4.03893772300543,3.89788177515696,3.85057585442994,3.91469490596101,4.11260307561654,4.00508895118836,4.10105823786961
"40868305",3.65525897135169,3.81446958001933,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,3.74722024957899,3.82206430322607,3.98466726063463
"40871632",3.73713882203652,3.81446958001933,3.80880976029009,3.63798574273907,3.90720861963273,3.7937080189076,3.58816871557918,3.7453039044158,3.59451943343147
"40873081",3.73713882203652,3.58595447815359,3.58469642278323,4.94884934898523,4.94885195567124,4.94210807661868,3.66175413389045,3.66050274194027,3.85107171920376
"40879112",4.44700921651779,4.41004373956541,4.39664474137281,5.05828106881807,4.94885195567124,5.00063051745232,4.82045831706567,5.01336859015317,5.11733509573739
"40894678",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"40905395",3.53636716115595,3.53636716115595,3.53636716115595,4.32912015126862,4.30782475738094,4.28108041126328,3.53636716115595,3.53636716115595,3.53636716115595
"40912214",4.44700921651779,4.32530853219889,4.03893772300543,4.89191804044541,4.97756012143402,4.97157284448555,4.25618148713542,4.47012229911875,4.4522337744852
"40914457",3.81275054827961,3.93984296783162,3.9329686128116,4.47605686932763,4.60287939580056,4.55014646944181,3.95174980122194,4.00508895118836,3.77080736925675
"40922865",3.53636716115595,3.53636716115595,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.88893982300725,3.77080736925675
"40937455",3.87859529103142,3.65621456214349,3.58469642278323,3.89788177515696,4.05519653128713,3.85745620711512,4.00801863990362,3.66050274194027,4.15539338167107
"40937725",3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,4.11260307561654,4.00508895118836,3.98466726063463
"40938225",4.71371038217357,4.41004373956541,4.77108311596596,3.53636716115595,3.53636716115595,3.53636716115595,4.59740038969418,4.47012229911875,4.75326061105306
"40947806",3.81275054827961,3.88050486160421,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.66050274194027,3.53636716115595
"40958819",4.23400832634894,4.19189232114394,4.08828847076042,3.53636716115595,3.53636716115595,3.53636716115595,4.16184255174279,3.94908945436606,3.85107171920376
"40967051",4.14239812400317,4.047165701541,4.18171441368498,3.53636716115595,3.53636716115595,3.53636716115595,4.39031522905932,4.20563317524412,4.15539338167107
"40968851",3.53636716115595,3.53636716115595,3.53636716115595,4.58012810123933,4.70343372268438,4.43876697173085,4.06145059634789,3.94908945436606,4.20787271352267
"40971421",4.14239812400317,4.28174359806787,4.22646439841367,3.53636716115595,3.53636716115595,3.53636716115595,4.55758448819934,4.47012229911875,4.62986453278261
"40972610",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"40983389",3.53636716115595,3.53636716115595,3.80880976029009,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.82206430322607,3.92111803983263
"40989094",3.9377535473782,3.93984296783162,4.13577200935745,3.53636716115595,3.85057585442994,3.7937080189076,3.95174980122194,4.00508895118836,3.85107171920376
"40989357",4.18879521150523,4.23730870399678,4.31314946622807,4.04331604612782,4.05519653128713,3.9673699839213,4.06145059634789,3.94908945436606,3.92111803983263
"40989487",3.81275054827961,3.81446958001933,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,4.00801863990362,4.05825593198396,4.04432505426388
"40991805",3.73713882203652,3.88050486160421,3.80880976029009,4.04331604612782,4.14390789379214,4.11058122741607,3.82424572839498,3.82206430322607,3.77080736925675
"40999747",4.27824108880982,4.23730870399678,4.31314946622807,4.83336707005996,4.60287939580056,4.65576023065287,4.11260307561654,4.29728861211499,4.20787271352267
"41003227",3.53636716115595,3.65621456214349,3.53636716115595,3.57851326474085,3.64186431591923,3.58142604667785,3.82424572839498,4.00508895118836,3.77080736925675
"41005332",3.65525897135169,3.88050486160421,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,4.16184255174279,4.05825593198396,3.98466726063463
"41025407",3.53636716115595,3.53636716115595,3.53636716115595,4.67902284633859,4.60287939580056,4.51366303234197,3.53636716115595,3.53636716115595,3.53636716115595
"41025960",3.81275054827961,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.53636716115595,3.92111803983263
"41030872",3.87859529103142,3.73864299363903,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.85107171920376
"41033873",3.65525897135169,3.81446958001933,3.9329686128116,3.94908945436606,4.05519653128713,4.01716151393556,3.58816871557918,3.66050274194027,3.77080736925675
"41035922",3.73713882203652,3.53636716115595,3.53636716115595,3.77974845912715,4.00828880613727,3.85745620711512,3.53636716115595,3.53636716115595,3.53636716115595
"41050172",4.18879521150523,4.28174359806787,4.47719475283754,4.44020696525743,4.2680637041073,4.11058122741607,4.51697094037732,4.38533458980872,4.25893404700054
"41052966",4.14239812400317,3.93984296783162,4.03893772300543,3.84199955327724,4.00828880613727,3.9673699839213,3.58816871557918,3.53636716115595,3.53636716115595
"41060605",3.73713882203652,3.88050486160421,3.58469642278323,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.88893982300725,3.85107171920376
"41062289",3.87859529103142,3.81446958001933,3.80880976029009,3.53636716115595,3.53636716115595,3.53636716115595,4.06145059634789,3.82206430322607,3.67784820253892
"41062864",3.81275054827961,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.74722024957899,3.66050274194027,3.85107171920376
"41067909",4.14239812400317,4.41004373956541,4.516388116114,3.9972797600252,3.85057585442994,3.85745620711512,3.89136152227787,3.94908945436606,4.10105823786961
"41069815",4.09447186008856,4.14529513173737,4.18171441368498,3.53636716115595,3.53636716115595,3.53636716115595,4.20959639302267,4.15814002369993,4.15539338167107
"41072355",4.36417199214513,4.49172956252892,4.43728190198214,3.63798574273907,3.53636716115595,3.53636716115595,4.63642091962345,4.74222162323396,4.58689502477509
"41072424",3.99262013277396,4.09717470791661,4.13577200935745,3.9972797600252,4.00828880613727,4.32152606736027,3.89136152227787,4.00508895118836,3.98466726063463
"41073315",3.53636716115595,3.53636716115595,3.53636716115595,3.94908945436606,4.14390789379214,4.06477438079124,3.53636716115595,3.53636716115595,3.53636716115595
"41083740",3.53636716115595,3.53636716115595,3.53636716115595,4.21231694440587,4.05519653128713,4.28108041126328,3.53636716115595,3.53636716115595,3.53636716115595
"41087706",4.40596666068936,4.19189232114394,4.47719475283754,4.44020696525743,4.49687543391141,4.40034802603518,3.74722024957899,3.82206430322607,3.85107171920376
"41090900",4.14239812400317,4.047165701541,4.13577200935745,4.36674767735495,4.4231362995326,4.51366303234197,4.39031522905932,4.20563317524412,4.3576170466857
"41091278",4.14239812400317,4.53144830752614,4.43728190198214,3.53636716115595,3.53636716115595,3.53636716115595,4.06145059634789,4.05825593198396,3.67784820253892
"41095154",3.73713882203652,3.81446958001933,3.80880976029009,3.77974845912715,3.90720861963273,3.7937080189076,3.58816871557918,3.82206430322607,3.59451943343147
"41110941",4.36417199214513,4.53144830752614,4.516388116114,3.84199955327724,3.90720861963273,3.85745620711512,4.30177351937556,4.63021672536307,4.30880926163685
"41115016",3.9377535473782,4.047165701541,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,4.06145059634789,3.82206430322607,4.04432505426388
"41117163",3.53636716115595,3.53636716115595,3.53636716115595,3.70882289339194,3.85057585442994,3.7937080189076,3.82424572839498,3.94908945436606,3.92111803983263
"41117642",4.48730820411326,4.4512627300507,4.43728190198214,3.63798574273907,3.85057585442994,3.91469490596101,4.59740038969418,4.59137077594265,4.62986453278261
"41124596",4.85124466263772,4.60865075498209,4.70167474490325,3.77974845912715,3.64186431591923,3.72063411951541,4.51697094037732,4.20563317524412,4.25893404700054
"41141501",3.73713882203652,3.65621456214349,3.6530894836839,3.70882289339194,3.85057585442994,3.91469490596101,3.53636716115595,3.53636716115595,3.53636716115595
"41142204",3.65525897135169,3.73864299363903,3.80880976029009,3.9972797600252,4.05519653128713,3.9673699839213,3.74722024957899,3.53636716115595,3.59451943343147
"41154848",4.14239812400317,4.19189232114394,4.39664474137281,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,4.29728861211499,4.49808277657116
"41165392",4.04466311875441,4.19189232114394,4.13577200935745,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.82206430322607,3.85107171920376
"41172647",5.32559764789234,5.51255094261968,5.53554225966014,3.57851326474085,3.64186431591923,3.58142604667785,5.20455010043467,5.52151747562789,5.04939180757519
"41174608",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41174778",4.04466311875441,3.65621456214349,3.6530894836839,3.84199955327724,3.71534288314147,3.85745620711512,3.82424572839498,3.94908945436606,3.98466726063463
"41176110",3.53636716115595,3.53636716115595,3.53636716115595,4.17184430972789,4.05519653128713,4.01716151393556,3.53636716115595,3.53636716115595,3.53636716115595
"41183392",4.52686790316402,4.57042137644493,4.55486465275237,4.67902284633859,4.46031436564121,4.72306633836598,4.25618148713542,4.38533458980872,4.30880926163685
"41196648",3.53636716115595,3.53636716115595,3.53636716115595,3.77974845912715,3.53636716115595,3.85745620711512,3.53636716115595,3.53636716115595,3.53636716115595
"41199082",3.53636716115595,3.53636716115595,3.53636716115595,3.77974845912715,3.53636716115595,3.7937080189076,3.53636716115595,3.53636716115595,3.53636716115595
"41204379",4.98005207146899,5.16636139884224,5.14427263319568,4.92057891388737,4.82987228078016,5.029294948812,4.92324399424763,5.01336859015317,4.97922166346332
"41232121",3.81275054827961,3.73864299363903,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.82206430322607,3.85107171920376
"41242315",4.18879521150523,4.14529513173737,4.03893772300543,5.03144712951491,5.14212393673029,5.05757913406476,4.11260307561654,3.94908945436606,3.92111803983263
"41254298",4.09447186008856,4.19189232114394,4.35527363671885,3.53636716115595,3.53636716115595,3.53636716115595,4.20959639302267,4.25195576064609,4.04432505426388
"41289069",3.9377535473782,4.19189232114394,4.22646439841367,3.63798574273907,3.53636716115595,3.53636716115595,4.16184255174279,4.05825593198396,4.20787271352267
"41302277",3.73713882203652,3.93984296783162,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"41318454",4.18879521150523,4.23730870399678,4.13577200935745,4.86285250267022,4.91974415290076,4.81986582132579,4.30177351937556,4.05825593198396,4.04432505426388
"41335415",3.53636716115595,3.53636716115595,3.53636716115595,3.94908945436606,3.71534288314147,3.85745620711512,3.53636716115595,3.53636716115595,3.53636716115595
"41344216",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41367059",4.48730820411326,4.57042137644493,4.39664474137281,3.53636716115595,3.53636716115595,3.53636716115595,4.34646796741631,4.42812736850571,4.4522337744852
"41382277",4.32160798883823,4.09717470791661,4.39664474137281,3.63798574273907,3.71534288314147,3.64504802010064,4.16184255174279,4.29728861211499,4.20787271352267
"41384441",4.52686790316402,4.57042137644493,4.27023560590825,3.53636716115595,3.53636716115595,3.53636716115595,4.95639861380505,4.81346881848946,4.90663331948505
"41409343",3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.94908945436606,3.92111803983263
"41425870",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41430857",3.53636716115595,3.53636716115595,3.53636716115595,3.9972797600252,4.10032024721548,4.28108041126328,3.53636716115595,3.53636716115595,3.53636716115595
"41442153",3.99262013277396,3.93984296783162,3.98736623506575,3.63798574273907,3.53636716115595,3.7937080189076,3.53636716115595,3.66050274194027,3.85107171920376
"41444278",4.09447186008856,4.19189232114394,4.13577200935745,3.53636716115595,3.53636716115595,3.64504802010064,4.25618148713542,4.20563317524412,4.3576170466857
"41446606",4.27824108880982,4.19189232114394,4.03893772300543,3.89788177515696,3.85057585442994,3.91469490596101,3.53636716115595,3.53636716115595,3.53636716115595
"41462166",3.53636716115595,3.53636716115595,3.53636716115595,3.9972797600252,4.14390789379214,4.1978548730421,3.53636716115595,3.53636716115595,3.53636716115595
"41481789",3.9377535473782,3.99491623669583,4.03893772300543,3.53636716115595,3.58011763446362,3.58142604667785,3.53636716115595,3.53636716115595,3.53636716115595
"41491269",4.18879521150523,4.28174359806787,4.39664474137281,3.53636716115595,3.53636716115595,3.53636716115595,4.11260307561654,4.42812736850571,4.25893404700054
"41492034",3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.94908945436606,4.04432505426388
"41498782",4.04466311875441,4.047165701541,3.98736623506575,4.08759267366985,4.30782475738094,4.15483771134544,4.00801863990362,3.88893982300725,3.98466726063463
"41499392",3.53636716115595,3.53636716115595,3.53636716115595,4.74222162323396,4.60287939580056,4.62119300872077,3.58816871557918,3.58767015800609,3.53636716115595
"41501734",3.53636716115595,3.53636716115595,3.53636716115595,4.04331604612782,3.90720861963273,3.9673699839213,3.53636716115595,3.53636716115595,3.53636716115595
"41505027",4.71371038217357,4.75437644340583,4.59262629386122,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,4.05825593198396,4.20787271352267
"41511404",3.53636716115595,3.53636716115595,3.53636716115595,3.77974845912715,3.85057585442994,3.85745620711512,3.53636716115595,3.53636716115595,3.53636716115595
"41513103",3.65525897135169,3.65621456214349,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.94908945436606,3.98466726063463
"41514658",3.53636716115595,3.65621456214349,3.73369731670766,3.77974845912715,3.90720861963273,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"41521775",4.04466311875441,4.19189232114394,4.13577200935745,3.53636716115595,3.53636716115595,3.53636716115595,4.00801863990362,4.05825593198396,4.25893404700054
"41526942",3.81275054827961,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,4.00508895118836,4.10105823786961
"41541970",3.53636716115595,3.53636716115595,3.53636716115595,4.44020696525743,4.56815635108983,4.55014646944181,3.95174980122194,4.25195576064609,4.04432505426388
"41548860",3.9377535473782,3.88050486160421,3.87421786996274,4.21231694440587,4.34690499301663,4.28108041126328,3.53636716115595,3.53636716115595,3.53636716115595
"41558348",4.18879521150523,4.047165701541,4.08828847076042,3.89788177515696,3.78749900742069,3.91469490596101,3.95174980122194,4.00508895118836,4.04432505426388
"41561744",3.9377535473782,4.09717470791661,4.03893772300543,4.47605686932763,4.46031436564121,4.62119300872077,5.63039845969899,5.28194068817935,5.27848014013786
"41571678",3.53636716115595,3.53636716115595,3.53636716115595,4.13035920483081,3.95921521198197,3.91469490596101,3.53636716115595,3.53636716115595,3.53636716115595
"41574334",3.53636716115595,3.53636716115595,3.53636716115595,3.77974845912715,3.85057585442994,3.91469490596101,3.53636716115595,3.53636716115595,3.53636716115595
"41577682",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41584010",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41584142",3.53636716115595,3.53636716115595,3.53636716115595,3.84199955327724,3.90720861963273,3.85745620711512,3.53636716115595,3.53636716115595,3.53636716115595
"41585263",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41594233",3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.88893982300725,3.53636716115595
"41596105",3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.7453039044158,3.85107171920376
"41599623",3.9377535473782,3.93984296783162,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.88893982300725,3.85107171920376
"41601419",3.5855705115237,3.93984296783162,3.73369731670766,4.47605686932763,4.49687543391141,4.40034802603518,3.53636716115595,3.53636716115595,3.53636716115595
"41603471",3.65525897135169,3.58595447815359,3.6530894836839,4.13035920483081,4.14390789379214,4.28108041126328,3.53636716115595,3.53636716115595,3.53636716115595
"41609253",3.65525897135169,3.65621456214349,3.58469642278323,3.77974845912715,3.85057585442994,3.72063411951541,3.53636716115595,3.53636716115595,3.53636716115595
"41618996",3.53636716115595,3.73864299363903,3.58469642278323,4.58012810123933,4.00828880613727,4.1978548730421,3.53636716115595,3.53636716115595,3.53636716115595
"41635624",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41645396",4.04466311875441,3.73864299363903,3.6530894836839,3.89788177515696,3.71534288314147,3.58142604667785,3.58816871557918,3.66050274194027,3.53636716115595
"41650094",5.693707199728,5.60920622807363,5.58293651040393,3.70882289339194,3.64186431591923,3.58142604667785,5.79420095513207,5.62037080737155,5.45762239749102
"41651688",3.81275054827961,3.73864299363903,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.7453039044158,3.67784820253892
"41657437",3.73713882203652,3.73864299363903,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,4.20959639302267,3.94908945436606,3.98466726063463
"41660857",3.53636716115595,3.73864299363903,3.87421786996274,3.94908945436606,3.90720861963273,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"41663665",4.71371038217357,4.75437644340583,4.77108311596596,3.53636716115595,3.53636716115595,3.53636716115595,4.88955147046758,4.47012229911875,4.83140209025197
"41666731",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41670989",3.9377535473782,4.09717470791661,4.08828847076042,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.66050274194027,3.67784820253892
"41674507",3.81275054827961,3.81446958001933,3.87421786996274,3.94908945436606,3.85057585442994,3.64504802010064,4.63642091962345,4.47012229911875,4.71300015123304
"41688438",3.5855705115237,3.53636716115595,3.6530894836839,4.32912015126862,4.2680637041073,4.1978548730421,3.53636716115595,3.53636716115595,3.53636716115595
"41700093",3.9377535473782,4.32530853219889,4.43728190198214,3.63798574273907,3.64186431591923,3.58142604667785,4.51697094037732,4.74222162323396,4.75326061105306
"41738140",3.53636716115595,3.53636716115595,3.58469642278323,4.51132579632444,4.34690499301663,4.51366303234197,3.53636716115595,3.66050274194027,3.53636716115595
"41746315",4.52686790316402,4.68289869675683,4.70167474490325,3.53636716115595,3.53636716115595,3.53636716115595,4.6746549341338,4.74222162323396,4.94324293357115
"41750634",3.73713882203652,3.88050486160421,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.53636716115595,3.59451943343147
"41751957",3.81275054827961,3.99491623669583,3.87421786996274,3.53636716115595,3.58011763446362,3.53636716115595,3.89136152227787,4.05825593198396,3.85107171920376
"41758064",4.27824108880982,4.3680644862327,4.43728190198214,5.30985592725321,5.27034685756165,5.1130549031729,4.51697094037732,4.63021672536307,4.71300015123304
"41764441",3.53636716115595,3.53636716115595,3.58469642278323,3.70882289339194,3.90720861963273,3.9673699839213,3.53636716115595,3.58767015800609,3.53636716115595
"41767320",4.36417199214513,4.53144830752614,4.35527363671885,3.53636716115595,3.53636716115595,3.53636716115595,4.11260307561654,4.20563317524412,4.10105823786961
"41783259",4.18879521150523,4.09717470791661,4.13577200935745,4.08759267366985,4.14390789379214,3.85745620711512,3.89136152227787,4.05825593198396,3.85107171920376
"41792431",3.73713882203652,3.88050486160421,3.73369731670766,4.13035920483081,4.14390789379214,4.06477438079124,4.06145059634789,3.53636716115595,3.53636716115595
"41802200",3.53636716115595,3.53636716115595,3.53636716115595,4.04331604612782,3.85057585442994,3.85745620711512,3.58816871557918,3.53636716115595,3.53636716115595
"41809447",3.81275054827961,3.88050486160421,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,4.11260307561654,4.00508895118836,4.10105823786961
"41812024",4.04466311875441,4.09717470791661,4.03893772300543,3.53636716115595,3.53636716115595,3.53636716115595,4.20959639302267,4.1091526797787,4.15539338167107
"41837445",3.53636716115595,3.53636716115595,3.53636716115595,4.17184430972789,4.00828880613727,4.06477438079124,3.53636716115595,3.53636716115595,3.53636716115595
"41852111",4.04466311875441,3.58595447815359,3.58469642278323,3.84199955327724,3.85057585442994,3.9673699839213,3.82424572839498,3.88893982300725,3.98466726063463
"41856344",4.18879521150523,4.32530853219889,4.27023560590825,3.53636716115595,3.53636716115595,3.53636716115595,4.25618148713542,4.15814002369993,4.20787271352267
"41869870",3.5855705115237,3.58595447815359,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,4.16184255174279,4.1091526797787,4.10105823786961
"41879861",4.36417199214513,4.09717470791661,4.27023560590825,3.84199955327724,4.00828880613727,4.15483771134544,4.39031522905932,4.34173067071824,4.30880926163685
"41880990",3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.85057585442994,3.91469490596101,3.53636716115595,3.53636716115595,3.53636716115595
"41883682",3.53636716115595,3.53636716115595,3.53636716115595,3.89788177515696,3.53636716115595,3.85745620711512,3.53636716115595,3.53636716115595,3.53636716115595
"41889211",4.36417199214513,4.41004373956541,4.35527363671885,5.35691490764016,5.24529083482612,5.46660042107745,4.30177351937556,4.29728861211499,4.15539338167107
"41891746",3.9377535473782,3.73864299363903,3.87421786996274,3.94908945436606,3.78749900742069,3.9673699839213,3.74722024957899,3.7453039044158,3.77080736925675
"41893138",3.65525897135169,3.88050486160421,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.82206430322607,3.98466726063463
"41896895",4.40596666068936,4.82334867574585,4.55486465275237,4.04331604612782,3.95921521198197,3.9673699839213,4.55758448819934,4.59137077594265,4.4522337744852
"41899773",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41903583",3.87859529103142,4.09717470791661,4.13577200935745,3.53636716115595,3.53636716115595,3.53636716115595,4.30177351937556,4.25195576064609,4.40541601416866
"41906877",3.53636716115595,3.53636716115595,3.6530894836839,4.17184430972789,4.14390789379214,4.32152606736027,3.66175413389045,3.7453039044158,3.59451943343147
"41914852",3.81275054827961,3.88050486160421,3.80880976029009,3.84199955327724,3.64186431591923,3.72063411951541,3.53636716115595,3.53636716115595,3.53636716115595
"41926398",3.65525897135169,3.65621456214349,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.95174980122194,3.88893982300725,3.98466726063463
"41945702",3.73713882203652,3.65621456214349,3.80880976029009,4.25195576064609,4.22756574367126,4.28108041126328,3.53636716115595,3.53636716115595,3.53636716115595
"41952038",4.27824108880982,4.09717470791661,4.18171441368498,3.53636716115595,3.53636716115595,3.53636716115595,4.16184255174279,4.34173067071824,4.4522337744852
"41954556",3.81275054827961,3.81446958001933,3.73369731670766,3.63798574273907,3.53636716115595,3.64504802010064,3.74722024957899,3.53636716115595,3.92111803983263
"41957845",4.09447186008856,3.93984296783162,3.87421786996274,5.05828106881807,4.91974415290076,5.029294948812,3.89136152227787,3.88893982300725,4.04432505426388
"41965048",3.53636716115595,3.58595447815359,3.53636716115595,3.77974845912715,3.90720861963273,3.7937080189076,3.53636716115595,3.53636716115595,3.53636716115595
"41965459",3.81275054827961,3.81446958001933,3.73369731670766,3.77974845912715,3.58011763446362,3.7937080189076,3.74722024957899,3.53636716115595,3.92111803983263
"41983292",3.53636716115595,3.53636716115595,4.03893772300543,3.53636716115595,3.53636716115595,3.53636716115595,4.11260307561654,4.05825593198396,4.04432505426388
"41988378",3.87859529103142,3.88050486160421,3.6530894836839,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.66050274194027,3.85107171920376
"41993630",3.9377535473782,3.65621456214349,3.53636716115595,3.70882289339194,3.64186431591923,3.72063411951541,4.11260307561654,3.94908945436606,3.92111803983263
