"","H1_PelletTriflic_Fl_R1","H1_PelletTriflic_Fl_R2","H1_PelletTriflic_Fl_R3","H1_SonicSupTriflic_V2_R1","H1_SonicSupTriflic_V2_R2","H1_SonicSupTriflic_V2_R3","H1_wholetriflic_R1","H1_wholetriflic_R2","H1_wholetriflic_R3"
"397898",3.81275054827961,3.73864299363903,3.80880976029009,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"407882",4.91664889737112,5.07816236995394,5.05697740255012,3.9972797600252,3.78749900742069,3.64504802010064,4.85529792832825,4.84816326723588,4.83140209025197
"411676",4.52686790316402,4.3680644862327,4.43728190198214,3.84199955327724,3.78749900742069,3.91469490596101,4.25618148713542,4.25195576064609,4.15539338167107
"566971",3.9377535473782,3.81446958001933,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.59451943343147
"640706",4.88420709702488,4.9546332879469,4.99674618320223,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.82206430322607,3.85107171920376
"642086",4.64113405190236,4.68289869675683,4.66601559283437,3.53636716115595,3.53636716115595,3.53636716115595,3.74722024957899,3.7453039044158,3.77080736925675
"645785",4.04466311875441,4.14529513173737,4.03893772300543,3.53636716115595,3.53636716115595,3.53636716115595,4.11260307561654,4.20563317524412,4.10105823786961
"651398",4.78366632775223,4.68289869675683,4.87085146826631,3.53636716115595,3.53636716115595,3.53636716115595,3.82424572839498,3.53636716115595,3.53636716115595
"655453",3.87859529103142,3.93984296783162,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.58767015800609,3.67784820253892
"670786",3.9377535473782,3.88050486160421,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,3.66175413389045,3.66050274194027,3.67784820253892
"679801",3.53636716115595,3.99491623669583,3.9329686128116,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"723996",3.73713882203652,3.58595447815359,3.73369731670766,3.53636716115595,3.53636716115595,3.53636716115595,3.74722024957899,3.88893982300725,3.92111803983263
"733216",4.60377881472353,4.4512627300507,4.516388116114,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,4.00508895118836,3.98466726063463
"734086",4.14239812400317,4.19189232114394,4.18171441368498,3.70882289339194,3.78749900742069,3.64504802010064,4.16184255174279,4.15814002369993,4.25893404700054
"757818",4.67776678352104,4.49172956252892,4.47719475283754,3.9972797600252,3.90720861963273,3.9673699839213,4.34646796741631,4.34173067071824,4.20787271352267
"796789",3.87859529103142,3.73864299363903,3.87421786996274,3.84199955327724,3.78749900742069,3.91469490596101,3.58816871557918,3.58767015800609,3.77080736925675
"811098",4.67776678352104,4.49172956252892,4.70167474490325,3.53636716115595,3.53636716115595,3.53636716115595,5.23366975264068,4.55174119701193,4.25893404700054
"813416",4.18879521150523,3.93984296783162,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,3.74722024957899,4.05825593198396,4.10105823786961
"871564",3.81275054827961,3.88050486160421,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"900503",4.36417199214513,4.41004373956541,4.35527363671885,3.53636716115595,3.53636716115595,3.53636716115595,4.39031522905932,4.42812736850571,4.58689502477509
"944577",4.27824108880982,4.41004373956541,4.35527363671885,3.53636716115595,3.53636716115595,3.53636716115595,4.43334090285426,4.20563317524412,4.30880926163685
"948149",4.32160798883823,4.23730870399678,4.22646439841367,3.53636716115595,3.53636716115595,3.53636716115595,4.20959639302267,4.20563317524412,4.04432505426388
"963113",3.81275054827961,3.53636716115595,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"965206",3.99262013277396,3.73864299363903,3.87421786996274,3.53636716115595,3.53636716115595,3.53636716115595,3.66175413389045,3.94908945436606,3.85107171920376
"969630",4.14239812400317,4.23730870399678,4.35527363671885,3.53636716115595,3.53636716115595,3.53636716115595,3.66175413389045,3.66050274194027,3.77080736925675
"996140",3.9377535473782,4.14529513173737,4.18171441368498,3.53636716115595,3.53636716115595,3.53636716115595,4.25618148713542,4.1091526797787,4.25893404700054
"998638",4.27824108880982,4.49172956252892,4.516388116114,3.53636716115595,3.53636716115595,3.53636716115595,3.74722024957899,3.7453039044158,3.53636716115595
"1023145",4.14239812400317,3.99491623669583,4.18171441368498,3.77974845912715,3.64186431591923,3.7937080189076,4.06145059634789,4.20563317524412,4.40541601416866
"1023303",4.14239812400317,3.88050486160421,4.22646439841367,3.53636716115595,3.53636716115595,3.53636716115595,4.00801863990362,4.15814002369993,4.20787271352267
"1027404",4.14239812400317,4.09717470791661,4.18171441368498,3.53636716115595,3.53636716115595,3.53636716115595,3.66175413389045,3.66050274194027,3.77080736925675
"1053863",4.74899968441597,5.16636139884224,4.77108311596596,3.53636716115595,3.53636716115595,3.53636716115595,4.00801863990362,3.88893982300725,4.10105823786961
"1110855",4.56569078685438,4.32530853219889,4.43728190198214,3.89788177515696,3.85057585442994,3.91469490596101,4.34646796741631,4.34173067071824,4.15539338167107
"1114056",3.9377535473782,3.81446958001933,3.98736623506575,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"1139155",3.53636716115595,3.88050486160421,3.80880976029009,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595,3.53636716115595
"1158404",4.14239812400317,3.99491623669583,4.18171441368498,3.77974845912715,3.64186431591923,3.7937080189076,4.06145059634789,4.20563317524412,4.40541601416866
"1183856",4.48730820411326,4.53144830752614,4.31314946622807,3.53636716115595,3.53636716115595,3.53636716115595,4.20959639302267,4.00508895118836,3.77080736925675
"1279038",4.04466311875441,3.73864299363903,3.80880976029009,3.53636716115595,3.53636716115595,3.53636716115595,3.89136152227787,3.82206430322607,4.10105823786961
