"","Jurkat_sonic_1","Jurkat_sonic_2","Jurkat_sonic_3","Jurkat_triflic_1","Jurkat_triflic_2","Jurkat_triflic_3"
"C9JQM8",0,0,0,2.68113522981848,2.86071574049045,3.49508234970266
"C9JQM9",0,3.80639691064935,0,0,0,0
"C9JQN7",7.46971578463614,0,6.19805661028697,0,2.86071574049045,0
"C9JQZ4",3.73485789231807,2.85479768298702,2.06601887009566,0,0,5.82513724950443
"C9JR83",7.46971578463614,0,2.75469182679421,0,0,0
"C9JRG3",3.73485789231807,0,0,2.68113522981848,2.86071574049045,0
"C9JRH2",3.73485789231807,2.85479768298702,2.06601887009566,0,0,5.82513724950443
"C9JSE7",1.24495263077269,0,0,6.70283807454619,0,0
"C9JSP1",3.11238157693173,0,0,0,2.86071574049045,0
"C9JSZ1",0,1.90319845532468,11.7074402638754,0,2.86071574049045,0
"C9JT15",1.24495263077269,0,0,6.70283807454619,0,0
"C9JTK6",3.11238157693173,3.80639691064935,4.13203774019132,0,0,11.6502744990089
"C9JTV6",5.60228683847711,2.85479768298702,1.37734591339711,8.04340568945543,7.15178935122612,5.82513724950443
"C9JTX5",60.3802025924755,17.1287860979221,48.2071069688987,63.0066779007342,48.6321675883376,20.970494098216
"C9JU56",1.24495263077269,0,0,0,0,3.49508234970266
"C9JUG7",4.35733420770442,0,0,8.04340568945543,4.29107361073567,3.49508234970266
"C9JUK7",0,0,0,0,4.29107361073567,0
"C9JUM1",77.1870631079068,25.6931791468831,168.724874391145,76.4123540498266,164.491155078201,128.153019489098
"C9JUN5",1.86742894615904,0,0,0,0,0
"C9JUP7",0,0,2.75469182679421,0,0,0
"C9JUX2",0,0,0,4.02170284472771,0,0
"C9JVQ0",1.86742894615904,0,0,0,0,0
"C9JVW8",2.48990526154538,2.85479768298702,0,0,0,0
"C9JW37",0,0,8.95274843708119,0,0,0
"C9JW55",1.86742894615904,0,0,0,0,0
"C9JW69",3.73485789231807,2.85479768298702,2.06601887009566,0,0,5.82513724950443
"C9JW96",3.11238157693173,15.2255876425974,9.64142139377974,4.02170284472771,7.15178935122612,2.33005489980177
"C9JWL1",8.71466841540883,0,2.06601887009566,0,0,0
"C9JX21",14.3169552538859,17.1287860979221,33.0563019215305,0,0,8.15519214930621
"C9JXB8",3.11238157693173,0,0,6.70283807454619,0,2.33005489980177
"C9JXC1",9.33714473079518,0,1.37734591339711,2.68113522981848,0,0
"C9JXC6",0,0,0,2.68113522981848,0,2.33005489980177
"C9JXG5",0,2.85479768298702,0,0,0,0
"C9JXG8",22.4091473539084,13.3223891872727,8.26407548038263,0,0,4.66010979960355
"C9JXK0",2.48990526154538,0,2.75469182679421,0,7.15178935122612,0
"C9JYJ8",0,0,9.64142139377974,0,0,0
"C9JYS8",16.8068605154313,0,6.88672956698553,41.5575960621864,22.8857259239236,5.82513724950443
"C9JYW2",8.71466841540883,0,2.06601887009566,0,0,0
"C9JZ20",3.11238157693173,13.3223891872727,9.64142139377974,4.02170284472771,7.15178935122612,2.33005489980177
"C9JZ81",11.2045736769542,19.9835837809091,14.4621320906696,18.7679466087293,24.3160837941688,16.3103842986124
"C9JZE3",0,0,9.64142139377974,0,0,0
"C9JZG2",2.48990526154538,2.85479768298702,0,8.04340568945543,7.15178935122612,5.82513724950443
"C9JZI2",1.24495263077269,0,0,6.70283807454619,0,0
"C9JZI7",9.33714473079518,0,10.3300943504783,0,0,0
"C9JZR7",77.1870631079068,25.6931791468831,168.036201434447,76.4123540498266,164.491155078201,128.153019489098
"C9JZV3",1.86742894615904,0,0,4.02170284472771,2.86071574049045,0
"C9JZW3",3.11238157693173,0,0,0,0,0
"C9K028",1.86742894615904,0,2.75469182679421,6.70283807454619,5.7214314809809,0
"C9K057",0,0,0,2.68113522981848,2.86071574049045,3.49508234970266
"C9K073",0,0,0,4.02170284472771,4.29107361073567,2.33005489980177
"C9K0S6",4.35733420770442,0,2.75469182679421,0,0,0
"C9K0U8",0,0,0,2.68113522981848,5.7214314809809,0
"D3DQ64",0,0,4.82071069688987,0,0,0
"D3DQV9",6.22476315386345,0,0,4.02170284472771,5.7214314809809,0
"D3YTB1",1.24495263077269,2.85479768298702,4.82071069688987,14.7462437640016,4.29107361073567,3.49508234970266
"D3YTK1",1.24495263077269,0,2.75469182679421,0,2.86071574049045,2.33005489980177
"D6R8Z5",0,0,0,16.0868113789109,7.15178935122612,2.33005489980177
"D6R904",1.86742894615904,0,2.06601887009566,0,0,0
"D6R909",5.60228683847711,0,2.06601887009566,18.7679466087293,17.1642944429427,3.49508234970266
"D6R917",1.24495263077269,0,1.37734591339711,4.02170284472771,0,0
"D6R939",5.60228683847711,6.66119459363637,2.06601887009566,0,0,0
"D6R967",1.24495263077269,0,0,0,2.86071574049045,0
"D6R970",8.09219210002249,0,0,0,0,0
"D6R991",14.9394315692723,7.61279382129871,2.75469182679421,33.514190372731,37.1893046263758,15.1453568487115
"D6R997",2.48990526154538,0,0,2.68113522981848,0,0
"D6R9A4",0,0,0,0,0,3.49508234970266
"D6R9A6",16.8068605154313,1.90319845532468,52.33914470909,5.36227045963695,4.29107361073567,4.66010979960355
"D6R9B6",0,0,0,0,0,3.49508234970266
"D6R9G1",0,3.80639691064935,0,0,0,0
"D6R9G2",1.86742894615904,0,0,0,0,0
"D6R9I7",1.24495263077269,0,0,9.38397330436467,5.7214314809809,0
"D6R9I9",1.24495263077269,2.85479768298702,2.75469182679421,0,0,2.33005489980177
"D6R9L0",5.60228683847711,2.85479768298702,1.37734591339711,0,18.5946523131879,3.49508234970266
"D6R9P3",3.73485789231807,57.0959536597403,29.6129371380378,2.68113522981848,2.86071574049045,2.33005489980177
"D6R9P4",4.97981052309076,1.90319845532468,2.06601887009566,5.36227045963695,4.29107361073567,0
"D6R9Q9",0,3.80639691064935,11.7074402638754,0,0,0
"D6R9T0",1.86742894615904,0,2.75469182679421,0,4.29107361073567,8.15519214930621
"D6R9V8",1.86742894615904,0,0,0,0,0
"D6R9W2",1.86742894615904,0,0,0,0,0
"D6R9W4",6.22476315386345,3.80639691064935,0,0,0,0
"D6R9X5",0,0,0,0,0,3.49508234970266
"D6R9Z1",5.60228683847711,2.85479768298702,1.37734591339711,0,18.5946523131879,3.49508234970266
"D6RA00",0,2.85479768298702,0,0,0,0
"D6RA26",4.97981052309076,0,0,0,0,0
"D6RAB1",2.48990526154538,0,0,0,0,0
"D6RAC2",11.2045736769542,14.2739884149351,3.44336478349276,18.7679466087293,17.1642944429427,8.15519214930621
"D6RAC7",1.86742894615904,0,0,0,2.86071574049045,3.49508234970266
"D6RAD3",1.24495263077269,1.90319845532468,0,0,2.86071574049045,0
"D6RAD4",0,3.80639691064935,0,0,0,0
"D6RAF8",0,4.75799613831169,2.75469182679421,0,0,8.15519214930621
"D6RAG0",3.73485789231807,0,0,0,0,0
"D6RAI5",0,1.90319845532468,0,0,0,2.33005489980177
"D6RAM1",1.86742894615904,0,2.75469182679421,0,4.29107361073567,8.15519214930621
"D6RAM9",0,6.66119459363637,0,9.38397330436467,7.15178935122612,0
"D6RAN4",5.60228683847711,3.80639691064935,5.50938365358842,32.1736227578217,0,4.66010979960355
"D6RAN8",1.24495263077269,0,0,0,0,2.33005489980177
"D6RAQ8",2.48990526154538,2.85479768298702,0,0,0,0
"D6RAS7",1.24495263077269,0,1.37734591339711,0,0,0
"D6RAT0",1.24495263077269,0,2.75469182679421,0,0,4.66010979960355
"D6RAU2",5.60228683847711,0,2.06601887009566,18.7679466087293,22.8857259239236,3.49508234970266
"D6RAU8",2.48990526154538,3.80639691064935,0,10.7245409192739,0,0
"D6RAY2",0,6.66119459363637,0,9.38397330436467,7.15178935122612,0
"D6RAY7",4.97981052309076,1.90319845532468,2.06601887009566,5.36227045963695,5.7214314809809,0
"D6RB09",1.24495263077269,0,2.75469182679421,0,0,2.33005489980177
"D6RB13",3.73485789231807,0,2.06601887009566,4.02170284472771,2.86071574049045,0
"D6RB17",1.86742894615904,0,0,0,2.86071574049045,3.49508234970266
"D6RB85",2.48990526154538,3.80639691064935,0,10.7245409192739,0,0
"D6RBD0",5.60228683847711,1.90319845532468,2.06601887009566,18.7679466087293,17.1642944429427,3.49508234970266
"D6RBE9",0,0,2.75469182679421,0,0,0
"D6RBI2",8.09219210002249,6.66119459363637,0,14.7462437640016,18.5946523131879,3.49508234970266
"D6RBK0",3.11238157693173,13.3223891872727,9.64142139377974,4.02170284472771,2.86071574049045,2.33005489980177
"D6RBK5",11.8270499923406,3.80639691064935,4.13203774019132,14.7462437640016,21.4553680536784,8.15519214930621
"D6RBL0",2.48990526154538,0,0,0,0,0
"D6RBL5",0,0,2.75469182679421,0,0,0
"D6RBM0",5.60228683847711,10.4675915042857,8.95274843708119,0,5.7214314809809,11.6502744990089
"D6RBM9",1.24495263077269,0,0,0,0,3.49508234970266
"D6RBQ9",0,0,2.06601887009566,0,0,2.33005489980177
"D6RBR0",1.24495263077269,0,0,0,0,3.49508234970266
"D6RBV2",0,0,0,4.02170284472771,0,0
"D6RBW8",1.86742894615904,0,0,0,0,3.49508234970266
"D6RBZ0",3.73485789231807,57.0959536597403,29.6129371380378,2.68113522981848,2.86071574049045,2.33005489980177
"D6RC06",1.86742894615904,0,0,0,0,0
"D6RC14",1.24495263077269,0,0,4.02170284472771,0,0
"D6RC37",8.09219210002249,0,0,0,0,0
"D6RCF2",34.8586736616353,29.4995760575325,24.1035534844493,12.0651085341831,14.3035787024522,47.7661254459363
"D6RCM8",0,3.80639691064935,0,0,0,0
"D6RD16",2.48990526154538,2.85479768298702,0,0,0,0
"D6RD18",3.73485789231807,57.0959536597403,29.6129371380378,2.68113522981848,2.86071574049045,2.33005489980177
"D6RD47",7.46971578463614,0,6.88672956698553,13.4056761490924,10.0125050917166,0
"D6RD60",5.60228683847711,10.4675915042857,18.5941698308609,0,0,12.8153019489098
"D6RD66",6.22476315386345,13.3223891872727,11.0187673071768,0,0,0
"D6RD69",0,0,0,0,0,3.49508234970266
"D6RD79",2.48990526154538,0,0,0,0,0
"D6RDA2",0,0,0,0,10.0125050917166,0
"D6RDI0",5.60228683847711,0,1.37734591339711,17.4273789938201,4.29107361073567,3.49508234970266
"D6RDJ2",1.24495263077269,0,0,9.38397330436467,5.7214314809809,0
"D6RDP7",4.35733420770442,3.80639691064935,0,10.7245409192739,0,0
"D6RDU3",1.86742894615904,0,2.75469182679421,0,4.29107361073567,8.15519214930621
"D6RDX1",0,0,0,4.02170284472771,0,0
"D6RDY6",1.86742894615904,4.75799613831169,0,4.02170284472771,2.86071574049045,5.82513724950443
"D6RE02",8.09219210002249,6.66119459363637,0,14.7462437640016,18.5946523131879,3.49508234970266
"D6RE13",1.86742894615904,0,0,0,0,3.49508234970266
"D6RE99",5.60228683847711,10.4675915042857,18.5941698308609,0,0,12.8153019489098
"D6REC9",2.48990526154538,0,0,0,0,0
"D6REE5",11.2045736769542,14.2739884149351,3.44336478349276,18.7679466087293,17.1642944429427,6.99016469940532
"D6REM6",19.2967657769767,11.4191907319481,6.19805661028697,44.2387312920049,47.2018097180924,20.970494098216
"D6REP8",5.60228683847711,10.4675915042857,18.5941698308609,0,0,12.8153019489098
"D6REX3",4.35733420770442,0,2.06601887009566,0,0,2.33005489980177
"D6REX8",1.24495263077269,0,0,0,0,3.49508234970266
"D6RF23",0,14.2739884149351,1.37734591339711,0,0,2.33005489980177
"D6RF44",0,0,2.75469182679421,0,0,3.49508234970266
"D6RF62",21.7866710385221,7.61279382129871,4.82071069688987,2.68113522981848,0,0
"D6RF83",0,2.85479768298702,0,0,0,0
"D6RFE4",1.86742894615904,0,0,0,0,0
"D6RFF8",4.97981052309076,1.90319845532468,1.37734591339711,5.36227045963695,4.29107361073567,0
"D6RFG8",0,0,0,6.70283807454619,0,0
"D6RFH2",1.86742894615904,0,0,0,0,0
"D6RFH4",0,6.66119459363637,2.75469182679421,0,0,0
"D6RFJ5",0,0,2.06601887009566,0,0,0
"D6RFL1",0,0,0,10.7245409192739,0,3.49508234970266
"D6RFM3",3.73485789231807,0,6.88672956698553,0,4.29107361073567,9.32021959920709
"D6RFM5",13.0720026231132,23.7899806915585,35.8109937483247,0,4.29107361073567,3.49508234970266
"D6RFX4",4.97981052309076,1.90319845532468,0,0,18.5946523131879,2.33005489980177
"D6RFZ9",5.60228683847711,1.90319845532468,2.06601887009566,18.7679466087293,22.8857259239236,3.49508234970266
"D6RG13",1.24495263077269,0,2.75469182679421,0,2.86071574049045,4.66010979960355
"D6RG15",2.48990526154538,0,0,2.68113522981848,0,3.49508234970266
"D6RG29",1.86742894615904,1.90319845532468,0,0,0,0
"D6RGF4",0,2.85479768298702,2.75469182679421,0,0,0
"D6RGJ4",1.86742894615904,0,0,0,0,3.49508234970266
"D6RGK8",5.60228683847711,0,2.06601887009566,17.4273789938201,4.29107361073567,3.49508234970266
"D6RGV9",1.24495263077269,1.90319845532468,0,0,2.86071574049045,0
"D6RGW0",0,0,0,0,4.29107361073567,0
"D6RGY2",5.60228683847711,1.90319845532468,4.13203774019132,16.0868113789109,2.86071574049045,6.99016469940532
"D6RH06",0,2.85479768298702,0,0,0,0
"D6RH20",0,0,2.06601887009566,0,0,0
"D6RHD5",4.35733420770442,9.51599227662339,4.82071069688987,18.7679466087293,10.0125050917166,8.15519214930621
"D6RHH4",10.5820973615679,1.90319845532468,2.06601887009566,18.7679466087293,22.8857259239236,5.82513724950443
"D6RHI0",1.86742894615904,0,0,0,0,0
"D6RHJ3",2.48990526154538,2.85479768298702,0,0,0,0
"D6RHJ5",6.22476315386345,0,1.37734591339711,17.4273789938201,4.29107361073567,4.66010979960355
"D6RHU2",0,1.90319845532468,0,0,0,2.33005489980177
"D6RHZ5",4.35733420770442,0,2.06601887009566,0,0,0
"D6RIA2",8.71466841540883,6.66119459363637,0,14.7462437640016,18.5946523131879,3.49508234970266
"D6RID7",2.48990526154538,0,0,0,0,0
"D6RIH9",1.86742894615904,0,2.75469182679421,0,4.29107361073567,8.15519214930621
"D6RII0",3.73485789231807,5.70959536597403,1.37734591339711,14.7462437640016,10.0125050917166,2.33005489980177
"D6RIT2",3.11238157693173,0,3.44336478349276,0,4.29107361073567,8.15519214930621
"D6RIU0",5.60228683847711,10.4675915042857,8.95274843708119,0,4.29107361073567,11.6502744990089
"D6RIV1",2.48990526154538,0,0,0,0,0
"D6RIX0",1.24495263077269,0,0,9.38397330436467,5.7214314809809,0
"D6RJ04",1.86742894615904,0,2.75469182679421,0,4.29107361073567,8.15519214930621
"D6RJA6",5.60228683847711,3.80639691064935,0,0,5.7214314809809,4.66010979960355
"D6RJI4",1.86742894615904,0,0,0,0,0
"E2QRB3",4.35733420770442,0,0,0,0,0
"E2QRB9",10.5820973615679,3.80639691064935,8.95274843708119,29.4924875280032,27.1767995346593,5.82513724950443
"E2QRJ6",3.73485789231807,0,0,0,0,0
"E5RFD8",0,0,0,0,0,3.49508234970266
"E5RFF0",0,2.85479768298702,2.75469182679421,0,0,0
"E5RFF9",3.11238157693173,3.80639691064935,0,0,0,0
"E5RFH6",1.24495263077269,0,2.06601887009566,0,0,0
"E5RFI6",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RFJ0",1.24495263077269,5.70959536597403,4.13203774019132,2.68113522981848,0,0
"E5RFJ3",4.97981052309076,0,4.82071069688987,0,4.29107361073567,0
"E5RFJ8",0,0,1.37734591339711,0,2.86071574049045,2.33005489980177
"E5RFP9",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RFU2",1.24495263077269,1.90319845532468,2.75469182679421,0,0,0
"E5RFU4",0,0,0,2.68113522981848,2.86071574049045,0
"E5RFV2",0,0,0,2.68113522981848,2.86071574049045,0
"E5RFV3",1.86742894615904,0,0,0,0,0
"E5RFX7",2.48990526154538,16.1771868702598,0,0,0,0
"E5RG31",6.8472394692498,3.80639691064935,2.06601887009566,9.38397330436467,2.86071574049045,2.33005489980177
"E5RG37",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RG95",22.4091473539084,47.5799613831169,18.5941698308609,30.8330551429125,5.7214314809809,15.1453568487115
"E5RGC1",1.86742894615904,0,1.37734591339711,0,0,0
"E5RGC4",0,0,0,0,0,3.49508234970266
"E5RGH3",0,0,1.37734591339711,2.68113522981848,0,0
"E5RGH4",5.60228683847711,9.51599227662339,8.95274843708119,0,4.29107361073567,10.485247049108
"E5RGM3",5.60228683847711,0,1.37734591339711,0,0,0
"E5RGU7",4.97981052309076,0,4.82071069688987,0,0,0
"E5RGV0",5.60228683847711,9.51599227662339,8.95274843708119,0,5.7214314809809,10.485247049108
"E5RGV4",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RGW4",0,0,0,0,2.86071574049045,5.82513724950443
"E5RGZ4",46.6857236539759,48.5315606107793,18.5941698308609,30.8330551429125,5.7214314809809,15.1453568487115
"E5RH00",0,0,0,0,2.86071574049045,3.49508234970266
"E5RH24",0,0,0,0,0,3.49508234970266
"E5RH42",3.11238157693173,0,0,2.68113522981848,14.3035787024522,3.49508234970266
"E5RH50",0,0,0,8.04340568945543,7.15178935122612,0
"E5RH52",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RH56",3.11238157693173,3.80639691064935,0,0,0,0
"E5RH77",3.11238157693173,0,1.37734591339711,0,0,4.66010979960355
"E5RHC1",2.48990526154538,0,0,0,0,0
"E5RHE7",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RHG7",0,0,0,0,0,3.49508234970266
"E5RHK8",0,0,2.75469182679421,4.02170284472771,0,0
"E5RHP0",2.48990526154538,1.90319845532468,2.75469182679421,12.0651085341831,8.58214722147135,9.32021959920709
"E5RHS5",0,2.85479768298702,0,5.36227045963695,12.873220832207,0
"E5RI05",0,0,2.75469182679421,0,0,0
"E5RI09",22.4091473539084,47.5799613831169,18.5941698308609,30.8330551429125,5.7214314809809,15.1453568487115
"E5RI16",0,0,0,9.38397330436467,5.7214314809809,0
"E5RI46",1.24495263077269,0,0,0,2.86071574049045,3.49508234970266
"E5RI98",1.86742894615904,4.75799613831169,7.57540252368408,12.0651085341831,14.3035787024522,114.172690090287
"E5RIF8",3.11238157693173,0,0,2.68113522981848,14.3035787024522,3.49508234970266
"E5RII3",0,0,0,4.02170284472771,12.873220832207,0
"E5RIJ3",0,3.80639691064935,0,0,0,0
"E5RIK2",0,0,2.75469182679421,4.02170284472771,0,2.33005489980177
"E5RIP1",1.24495263077269,0,3.44336478349276,2.68113522981848,4.29107361073567,3.49508234970266
"E5RIP5",0,0,0,4.02170284472771,12.873220832207,0
"E5RIR6",1.86742894615904,0,0,2.68113522981848,0,3.49508234970266
"E5RIT6",4.35733420770442,0,1.37734591339711,4.02170284472771,0,0
"E5RIU6",0,0,2.06601887009566,2.68113522981848,2.86071574049045,0
"E5RIZ5",28.6339105077719,20.9351830085714,46.8297610555016,0,0,79.2218665932603
"E5RIZ6",3.11238157693173,0,0,2.68113522981848,11.4428629619618,3.49508234970266
"E5RJ04",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RJ25",0,0,0,4.02170284472771,12.873220832207,0
"E5RJB9",0,0,0,0,0,3.49508234970266
"E5RJD2",0,0,0,2.68113522981848,2.86071574049045,0
"E5RJF5",0,0,2.75469182679421,0,0,0
"E5RJG7",0,0,0,2.68113522981848,2.86071574049045,0
"E5RJP4",0,0,0,2.68113522981848,2.86071574049045,0
"E5RJR0",0,0,2.75469182679421,0,0,0
"E5RJR5",6.22476315386345,0,1.37734591339711,0,0,0
"E5RJT0",4.97981052309076,2.85479768298702,3.44336478349276,2.68113522981848,0,0
"E5RJU8",3.11238157693173,0,0,2.68113522981848,14.3035787024522,3.49508234970266
"E5RJX2",1.24495263077269,0,3.44336478349276,2.68113522981848,4.29107361073567,3.49508234970266
"E5RK19",1.86742894615904,0,0,9.38397330436467,4.29107361073567,0
"E5RK63",0,0,2.75469182679421,0,0,0
"E5RK69",1.86742894615904,8.56439304896105,10.3300943504783,18.7679466087293,20.0250101834331,4.66010979960355
"E5RKA2",2.48990526154538,0,2.06601887009566,0,0,0
"E7EM57",2.48990526154538,0,1.37734591339711,2.68113522981848,8.58214722147135,0
"E7EM93",1.86742894615904,0,0,0,0,0
"E7EMB3",5.60228683847711,0,1.37734591339711,0,2.86071574049045,0
"E7EMB6",4.97981052309076,0,0,2.68113522981848,2.86071574049045,0
"E7EMC6",1.24495263077269,4.75799613831169,6.19805661028697,17.4273789938201,20.0250101834331,3.49508234970266
"E7EMS6",6.22476315386345,0,2.06601887009566,0,0,0
"E7EMV8",0,0,1.37734591339711,2.68113522981848,8.58214722147135,0
"E7EN19",5.60228683847711,0,0,4.02170284472771,4.29107361073567,2.33005489980177
"E7EN32",1.86742894615904,0,0,0,0,0
"E7EN40",0,10.4675915042857,2.06601887009566,0,0,3.49508234970266
"E7EN77",0,0,0,4.02170284472771,0,4.66010979960355
"E7EN95",3.73485789231807,0,0,6.70283807454619,5.7214314809809,18.6404391984142
"E7ENH5",0,0,0,2.68113522981848,5.7214314809809,2.33005489980177
"E7ENJ6",1.86742894615904,0,2.06601887009566,2.68113522981848,2.86071574049045,0
"E7ENQ1",5.60228683847711,0,0,4.02170284472771,4.29107361073567,2.33005489980177
"E7ENR5",0,4.75799613831169,1.37734591339711,0,0,0
"E7ENU7",39.8384841847261,28.5479768298702,26.8582453112436,9.38397330436467,11.4428629619618,0
"E7ENU9",0,0,2.75469182679421,0,0,0
"E7ENZ3",39.8384841847261,33.3059729681818,50.2731258389943,13.4056761490924,18.5946523131879,44.2710430962337
"E7EP32",0,0,0,4.02170284472771,0,0
"E7EP60",1.86742894615904,0,0,5.36227045963695,2.86071574049045,4.66010979960355
"E7EP81",3.11238157693173,0,0,0,0,0
"E7EP90",3.73485789231807,0,0,0,0,0
"E7EPA1",0,0,0,0,4.29107361073567,4.66010979960355
"E7EPB3",2.48990526154538,0,4.13203774019132,13.4056761490924,4.29107361073567,5.82513724950443
"E7EPK1",1.24495263077269,0,4.82071069688987,4.02170284472771,2.86071574049045,0
"E7EPL9",2.48990526154538,4.75799613831169,0,2.68113522981848,0,3.49508234970266
"E7EPN9",2.48990526154538,0,1.37734591339711,2.68113522981848,0,0
"E7EPX3",3.73485789231807,0,0,2.68113522981848,2.86071574049045,0
"E7EQ12",3.11238157693173,0,0,0,0,0
"E7EQ69",3.11238157693173,0,0,0,0,0
"E7EQA0",3.11238157693173,0,0,0,0,0
"E7EQG2",6.8472394692498,15.2255876425974,6.19805661028697,14.7462437640016,11.4428629619618,9.32021959920709
"E7EQJ0",1.86742894615904,0,2.75469182679421,0,4.29107361073567,8.15519214930621
"E7EQR4",24.2765763000675,0,15.1508050473682,29.4924875280032,15.7339365726975,10.485247049108
"E7EQR6",15.5619078846586,0,6.19805661028697,6.70283807454619,21.4553680536784,4.66010979960355
"E7EQT4",3.11238157693173,0,2.06601887009566,6.70283807454619,4.29107361073567,0
"E7EQV3",16.8068605154313,9.51599227662339,15.8394780040667,17.4273789938201,27.1767995346593,5.82513724950443
"E7EQV9",39.8384841847261,28.5479768298702,26.8582453112436,9.38397330436467,11.4428629619618,0
"E7EQZ4",2.48990526154538,0,2.06601887009566,0,0,0
"E7ER27",1.24495263077269,3.80639691064935,0,2.68113522981848,0,3.49508234970266
"E7ERA5",2.48990526154538,3.80639691064935,2.06601887009566,4.02170284472771,0,0
"E7ERC4",6.22476315386345,6.66119459363637,11.0187673071768,4.02170284472771,0,5.82513724950443
"E7ERF2",10.5820973615679,2.85479768298702,8.26407548038263,12.0651085341831,21.4553680536784,4.66010979960355
"E7ERH2",6.22476315386345,0,1.37734591339711,0,11.4428629619618,0
"E7ERJ7",16.8068605154313,9.51599227662339,15.8394780040667,17.4273789938201,30.0375152751497,9.32021959920709
"E7ERL0",10.5820973615679,30.4511752851948,8.95274843708119,30.8330551429125,20.0250101834331,34.9508234970266
"E7ES10",3.11238157693173,0,0,0,0,0
"E7ES33",1.24495263077269,0,4.82071069688987,4.02170284472771,2.86071574049045,0
"E7ES68",6.22476315386345,1.90319845532468,5.50938365358842,0,2.86071574049045,4.66010979960355
"E7ESB6",0,0,6.88672956698553,0,0,0
"E7ESC6",1.86742894615904,0,0,0,0,0
"E7ESE0",9.33714473079518,3.80639691064935,5.50938365358842,32.1736227578217,0,4.66010979960355
"E7ESE2",3.11238157693173,13.3223891872727,9.64142139377974,4.02170284472771,7.15178935122612,2.33005489980177
"E7ESF6",2.48990526154538,3.80639691064935,2.06601887009566,0,0,0
"E7ESG8",3.11238157693173,0,0,0,0,0
"E7ESH4",36.103626292408,364.462504194676,37.8770126184204,17.4273789938201,20.0250101834331,66.4065646443505
"E7ESI2",0,0,4.13203774019132,2.68113522981848,2.86071574049045,3.49508234970266
"E7ESK7",0,5.70959536597403,0,0,0,2.33005489980177
"E7ESL0",0,0,0,0,0,3.49508234970266
"E7ESS2",6.22476315386345,0,0,4.02170284472771,4.29107361073567,2.33005489980177
"E7EST9",0,5.70959536597403,0,0,0,0
"E7ESU0",0,5.70959536597403,0,0,0,0
"E7ESY4",0,0,1.37734591339711,4.02170284472771,0,2.33005489980177
"E7ESZ7",1.24495263077269,0,0,2.68113522981848,0,0
"E7ET15",7.46971578463614,0,5.50938365358842,5.36227045963695,2.86071574049045,0
"E7ET17",2.48990526154538,4.75799613831169,0,2.68113522981848,0,3.49508234970266
"E7ETB3",4.97981052309076,0,0,2.68113522981848,2.86071574049045,0
"E7ETD8",1.24495263077269,0,3.44336478349276,0,2.86071574049045,3.49508234970266
"E7ETK0",8.09219210002249,0,16.5281509607653,8.04340568945543,5.7214314809809,9.32021959920709
"E7ETK1",3.11238157693173,0,0,0,0,0
"E7ETK5",3.73485789231807,19.0319845532468,3.44336478349276,0,4.29107361073567,3.49508234970266
"E7ETR0",2.48990526154538,0,0,0,0,0
"E7ETU7",1.24495263077269,0,0,4.02170284472771,0,0
"E7ETY2",6.8472394692498,0,0,5.36227045963695,10.0125050917166,0
"E7ETZ0",5.60228683847711,0,1.37734591339711,0,2.86071574049045,0
"E7EU85",0,0,0,2.68113522981848,4.29107361073567,0
"E7EU96",11.2045736769542,0,10.3300943504783,13.4056761490924,10.0125050917166,3.49508234970266
"E7EUI8",2.48990526154538,0,1.37734591339711,2.68113522981848,8.58214722147135,0
"E7EUT5",459.387520755123,1395.99606698065,162.526817780858,151.484140484744,205.971533315312,185.239364534241
"E7EUU4",4.35733420770442,0,0,8.04340568945543,10.0125050917166,5.82513724950443
"E7EUU8",4.97981052309076,0,1.37734591339711,0,0,0
"E7EUY5",0,0,0,2.68113522981848,5.7214314809809,0
"E7EUY6",0,0,2.06601887009566,0,0,0
"E7EV05",0,0,2.06601887009566,0,0,0
"E7EV54",1.86742894615904,0,2.06601887009566,0,0,0
"E7EVA0",3.11238157693173,0,0,4.02170284472771,0,0
"E7EVG2",1.86742894615904,0,4.13203774019132,0,0,0
"E7EVJ5",0,0,0,5.36227045963695,0,6.99016469940532
"E7EVN3",1.86742894615904,0,0,2.68113522981848,0,3.49508234970266
"E7EVS6",132.587455177292,30.4511752851948,194.89444674569,91.1585978138282,195.959028223596,226.015325280772
"E7EVW7",11.8270499923406,0,2.75469182679421,14.7462437640016,5.7214314809809,0
"E7EVX8",1.24495263077269,0,0,4.02170284472771,0,0
"E7EVY3",3.11238157693173,0,0,0,0,0
"E7EW00",5.60228683847711,0,0,0,0,0
"E7EW33",0,0,0,5.36227045963695,0,6.99016469940532
"E7EWC2",5.60228683847711,6.66119459363637,2.06601887009566,0,0,0
"E7EWC6",3.73485789231807,0,0,0,0,0
"E7EWE5",2.48990526154538,4.75799613831169,0,2.68113522981848,0,3.49508234970266
"E7EWF7",1.86742894615904,0,0,6.70283807454619,2.86071574049045,3.49508234970266
