"","Jurkat_sonic_1","Jurkat_sonic_2","Jurkat_sonic_3","Jurkat_triflic_1","Jurkat_triflic_2","Jurkat_triflic_3"
"A0A087WXL7",1.86742894615904,0,0,0,0,0
"A0A087WXM6",0,44.7251637001299,4.82071069688987,6.70283807454619,2.86071574049045,4.66010979960355
"A0A087WXQ5",0,0,3.44336478349276,0,0,0
"A0A087WXR5",0,4.75799613831169,0,0,2.86071574049045,0
"A0A087WXR7",6.8472394692498,0,2.75469182679421,0,0,0
"A0A087WXS7",4.35733420770442,1.90319845532468,3.44336478349276,0,0,2.33005489980177
"A0A087WXU3",9.33714473079518,0,1.37734591339711,0,0,0
"A0A087WXU8",1.86742894615904,0,2.06601887009566,4.02170284472771,5.7214314809809,13.9803293988106
"A0A087WXV3",0,0,3.44336478349276,0,0,0
"A0A087WXX2",0,0,0,0,0,16.3103842986124
"A0A087WY03",1.86742894615904,0,0,0,0,0
"A0A087WY55",0,0,0,0,4.29107361073567,0
"A0A087WY61",3.73485789231807,3.80639691064935,0,4.02170284472771,0,0
"A0A087WY71",0,0,2.06601887009566,0,0,0
"A0A087WY74",3.73485789231807,0,0,4.02170284472771,2.86071574049045,0
"A0A087WY81",0,0,0,6.70283807454619,2.86071574049045,0
"A0A087WYA7",0,2.85479768298702,5.50938365358842,0,0,0
"A0A087WYC1",1.86742894615904,9.51599227662339,0,4.02170284472771,48.6321675883376,2.33005489980177
"A0A087WYJ1",1.86742894615904,0,0,0,0,0
"A0A087WYK8",0,0,0,4.02170284472771,0,0
"A0A087WYL1",5.60228683847711,0,0,0,0,0
"A0A087WYR3",1.24495263077269,8.56439304896105,0,0,0,0
"A0A087WYS0",5.60228683847711,0,0,0,0,0
"A0A087WYT3",6.8472394692498,1.90319845532468,4.82071069688987,0,0,12.8153019489098
"A0A087WYY0",2.48990526154538,0,4.82071069688987,4.02170284472771,4.29107361073567,0
"A0A087WYY5",0,0,3.44336478349276,0,2.86071574049045,4.66010979960355
"A0A087WYZ1",3.73485789231807,0,2.06601887009566,14.7462437640016,5.7214314809809,19.8054666483151
"A0A087WZ13",4.35733420770442,7.61279382129871,4.13203774019132,0,0,0
"A0A087WZ27",0,0,4.13203774019132,0,2.86071574049045,0
"A0A087WZ51",1.24495263077269,8.56439304896105,0,0,0,0
"A0A087WZC9",0,0,3.44336478349276,0,0,0
"A0A087WZD8",0,0,4.82071069688987,0,0,0
"A0A087WZE9",4.97981052309076,0,6.88672956698553,0,0,0
"A0A087WZF0",0,0,0,5.36227045963695,0,0
"A0A087WZG4",0,0,2.06601887009566,0,0,0
"A0A087WZJ6",3.73485789231807,0,1.37734591339711,0,0,0
"A0A087WZK9",5.60228683847711,2.85479768298702,3.44336478349276,2.68113522981848,0,0
"A0A087WZM1",0,0,3.44336478349276,0,0,0
"A0A087WZM5",6.8472394692498,0,3.44336478349276,0,0,0
"A0A087WZN1",3.73485789231807,0,0,10.7245409192739,7.15178935122612,3.49508234970266
"A0A087WZP9",1.86742894615904,0,8.26407548038263,0,0,0
"A0A087WZR8",0,0,2.06601887009566,0,0,0
"A0A087WZV1",3.73485789231807,57.0959536597403,29.6129371380378,2.68113522981848,2.86071574049045,2.33005489980177
"A0A087WZZ5",11.8270499923406,4.75799613831169,6.88672956698553,10.7245409192739,34.3285888858854,11.6502744990089
"A0A087WZZ9",14.9394315692723,2.85479768298702,5.50938365358842,16.0868113789109,14.3035787024522,26.7956313477204
"A0A087X027",0,0,11.7074402638754,4.02170284472771,0,3.49508234970266
"A0A087X054",18.6742894615904,19.0319845532468,21.3488616576551,12.0651085341831,11.4428629619618,11.6502744990089
"A0A087X082",0,3.80639691064935,0,2.68113522981848,4.29107361073567,0
"A0A087X0D9",0,0,2.06601887009566,0,0,0
"A0A087X0I4",3.11238157693173,0,0,0,0,8.15519214930621
"A0A087X0R6",1.86742894615904,0,2.06601887009566,0,0,0
"A0A087X0X3",19.2967657769767,2.85479768298702,21.3488616576551,96.5208682734651,92.9732615659396,82.7169489429629
"A0A087X117",2.48990526154538,0,2.75469182679421,4.02170284472771,4.29107361073567,5.82513724950443
"A0A087X176",0,1.90319845532468,1.37734591339711,0,0,0
"A0A087X1A5",1.86742894615904,3.80639691064935,1.37734591339711,0,0,0
"A0A087X1B2",3.11238157693173,3.80639691064935,2.06601887009566,0,0,0
"A0A087X1D8",0,0,0,0,2.86071574049045,2.33005489980177
"A0A087X1E4",3.73485789231807,0,0,0,0,0
"A0A087X1G1",0,4.75799613831169,0,0,2.86071574049045,0
"A0A087X1H6",7.46971578463614,1.90319845532468,3.44336478349276,0,0,3.49508234970266
"A0A087X1I3",9.95962104618152,22.8383814638961,33.0563019215305,0,0,3.49508234970266
"A0A087X1S2",23.6540999846811,1.90319845532468,4.13203774019132,25.4707846832755,18.5946523131879,15.1453568487115
"A0A087X1U4",2.48990526154538,0,0,0,0,0
"A0A087X1W1",1.86742894615904,0,0,0,0,0
"A0A087X1W2",1.86742894615904,0,0,0,0,0
"A0A087X1X5",4.97981052309076,2.85479768298702,0,0,0,0
"A0A087X1X7",4.97981052309076,0,2.75469182679421,8.04340568945543,11.4428629619618,4.66010979960355
"A0A087X1Z3",4.97981052309076,5.70959536597403,5.50938365358842,0,0,0
"A0A087X214",0,0,0,2.68113522981848,0,8.15519214930621
"A0A087X243",15.5619078846586,0,3.44336478349276,26.8113522981848,14.3035787024522,34.9508234970266
"A0A087X253",1.86742894615904,0,4.13203774019132,0,0,3.49508234970266
"A0A087X260",2.48990526154538,0,4.82071069688987,4.02170284472771,4.29107361073567,0
"A0A087X271",1.24495263077269,0,1.37734591339711,0,0,0
"A0A087X295",1.86742894615904,0,0,0,2.86071574049045,0
"A0A087X2B5",4.35733420770442,0,1.37734591339711,0,0,0
"A0A087X2D0",4.35733420770442,0,4.82071069688987,5.36227045963695,8.58214722147135,6.99016469940532
"A0A087X2E5",3.73485789231807,0,0,10.7245409192739,7.15178935122612,3.49508234970266
"A0A087X2E9",2.48990526154538,5.70959536597403,4.82071069688987,0,0,2.33005489980177
"A0A087X2G1",6.22476315386345,3.80639691064935,6.19805661028697,17.4273789938201,11.4428629619618,12.8153019489098
"A0A087X2I1",1.24495263077269,2.85479768298702,4.82071069688987,2.68113522981848,2.86071574049045,0
"A0A087X2I4",5.60228683847711,4.75799613831169,0,0,0,5.82513724950443
"A0A096LNH5",4.97981052309076,0,0,0,0,0
"A0A096LNJ1",3.11238157693173,0,0,0,0,0
"A0A096LNT0",3.73485789231807,0,2.06601887009566,6.70283807454619,0,6.99016469940532
"A0A096LNT4",3.73485789231807,0,2.06601887009566,6.70283807454619,0,6.99016469940532
"A0A096LNY4",0,0,2.75469182679421,0,0,0
"A0A096LNY5",1.86742894615904,9.51599227662339,2.75469182679421,8.04340568945543,11.4428629619618,8.15519214930621
"A0A096LNY6",11.2045736769542,13.3223891872727,14.4621320906696,14.7462437640016,18.5946523131879,16.3103842986124
"A0A096LNZ9",11.2045736769542,7.61279382129871,17.2168239174638,13.4056761490924,7.15178935122612,8.15519214930621
"A0A096LP07",1.24495263077269,0,2.75469182679421,0,0,0
"A0A096LP12",3.11238157693173,0,0,0,0,0
"A0A096LP72",0,0,2.75469182679421,0,0,0
"A0A096LP73",3.11238157693173,0,0,0,0,0
"A0A096LP76",3.73485789231807,0,2.06601887009566,6.70283807454619,0,6.99016469940532
"A0A096LP92",0,9.51599227662339,0,0,0,0
"A0A096LPA2",0,9.51599227662339,0,0,0,0
"A0A096LPI6",8.09219210002249,0,0,0,0,0
"A0A096LPJ3",1.24495263077269,0,2.75469182679421,0,0,0
"A0A096LPJ4",11.2045736769542,7.61279382129871,18.5941698308609,13.4056761490924,7.15178935122612,6.99016469940532
"A0A0A0MR02",0,0,4.13203774019132,4.02170284472771,4.29107361073567,3.49508234970266
"A0A0A0MR07",1.24495263077269,0,2.06601887009566,0,0,0
"A0A0A0MR45",3.11238157693173,0,0,0,0,0
"A0A0A0MR50",5.60228683847711,1.90319845532468,0,0,0,0
"A0A0A0MR52",3.73485789231807,0,0,5.36227045963695,10.0125050917166,5.82513724950443
"A0A0A0MR62",4.35733420770442,0,1.37734591339711,2.68113522981848,0,0
"A0A0A0MRA5",9.33714473079518,3.80639691064935,6.19805661028697,20.1085142236386,7.15178935122612,3.49508234970266
"A0A0A0MRE1",3.11238157693173,0,4.13203774019132,0,0,0
"A0A0A0MRE3",0,3.80639691064935,0,0,0,0
"A0A0A0MRF8",0,44.7251637001299,4.82071069688987,6.70283807454619,2.86071574049045,4.66010979960355
"A0A0A0MRH0",3.73485789231807,0,1.37734591339711,0,0,0
"A0A0A0MRI2",0,0,0,6.70283807454619,0,0
"A0A0A0MRJ6",6.8472394692498,1.90319845532468,6.19805661028697,9.38397330436467,4.29107361073567,4.66010979960355
"A0A0A0MRK1",1.86742894615904,0,0,0,0,0
"A0A0A0MRK6",2.48990526154538,0,0,4.02170284472771,0,5.82513724950443
"A0A0A0MRL0",0,6.66119459363637,3.44336478349276,0,0,10.485247049108
"A0A0A0MRM9",4.97981052309076,0,2.75469182679421,6.70283807454619,14.3035787024522,0
"A0A0A0MRP6",0,0,0,14.7462437640016,7.15178935122612,3.49508234970266
"A0A0A0MRQ5",37.3485789231807,0,12.3961132205739,14.7462437640016,8.58214722147135,69.9016469940532
"A0A0A0MRW6",4.35733420770442,0,0,0,4.29107361073567,2.33005489980177
"A0A0A0MRX9",1.86742894615904,0,0,0,0,0
"A0A0A0MS29",2.48990526154538,0,0,0,0,0
"A0A0A0MS74",0,0,3.44336478349276,0,0,0
"A0A0A0MSB2",0,0,2.75469182679421,0,0,0
"A0A0A0MSB8",2.48990526154538,0,4.13203774019132,0,0,0
"A0A0A0MSE2",28.6339105077719,19.0319845532468,9.64142139377974,0,0,30.2907136974231
"A0A0A0MSI0",47.3081999693622,39.9671675618182,22.7262075710522,34.8547579876402,22.8857259239236,20.970494098216
"A0A0A0MSJ0",1.86742894615904,0,4.13203774019132,0,2.86071574049045,0
"A0A0A0MSK5",1.86742894615904,0,1.37734591339711,0,0,3.49508234970266
"A0A0A0MSL8",0,0,4.82071069688987,0,2.86071574049045,0
"A0A0A0MSM0",6.22476315386345,1.90319845532468,0,0,2.86071574049045,0
"A0A0A0MSQ0",8.09219210002249,0,0,17.4273789938201,8.58214722147135,10.485247049108
"A0A0A0MSS4",3.73485789231807,0,0,4.02170284472771,10.0125050917166,4.66010979960355
"A0A0A0MSU9",3.73485789231807,0,0,4.02170284472771,10.0125050917166,4.66010979960355
"A0A0A0MSV7",1.86742894615904,0,1.37734591339711,4.02170284472771,4.29107361073567,0
"A0A0A0MSV9",0,0,2.75469182679421,0,0,0
"A0A0A0MSW4",3.11238157693173,0,2.06601887009566,0,0,0
"A0A0A0MSX9",9.33714473079518,9.51599227662339,13.0847861772725,6.70283807454619,0,6.99016469940532
"A0A0A0MSZ4",1.86742894615904,0,0,0,0,0
"A0A0A0MSZ9",0,2.85479768298702,0,0,0,0
"A0A0A0MT12",7.46971578463614,0,4.82071069688987,0,0,10.485247049108
"A0A0A0MT20",0,0,0,0,0,3.49508234970266
"A0A0A0MT22",21.7866710385221,7.61279382129871,4.82071069688987,0,2.86071574049045,0
"A0A0A0MT49",0,0,0,4.02170284472771,0,0
"A0A0A0MT64",1.86742894615904,0,0,0,0,0
"A0A0A0MT83",1.24495263077269,0,1.37734591339711,0,0,0
"A0A0A0MT98",0,0,2.75469182679421,0,0,0
"A0A0A0MTB8",4.35733420770442,0,0,5.36227045963695,4.29107361073567,4.66010979960355
"A0A0A0MTC1",13.0720026231132,3.80639691064935,0,9.38397330436467,7.15178935122612,3.49508234970266
"A0A0A0MTH3",1.24495263077269,2.85479768298702,0,2.68113522981848,0,0
"A0A0A0MTI5",0,5.70959536597403,5.50938365358842,0,0,0
"A0A0A0MTN3",0,0,8.95274843708119,0,0,0
"A0A0A0MTR2",2.48990526154538,0,0,0,0,0
"A0A0A0MTR6",1.86742894615904,0,0,0,0,0
"A0A0A0MTR7",13.0720026231132,3.80639691064935,0,9.38397330436467,7.15178935122612,3.49508234970266
"A0A0A0MTS2",32.9912447154763,33.3059729681818,49.5844528822958,22.789649453457,37.1893046263758,15.1453568487115
"A0A0A6YY92",11.8270499923406,13.3223891872727,17.2168239174638,14.7462437640016,20.0250101834331,16.3103842986124
"A0A0A6YYC3",3.73485789231807,0,1.37734591339711,0,2.86071574049045,3.49508234970266
"A0A0A6YYG9",4.97981052309076,0,0,8.04340568945543,2.86071574049045,0
"A0A0A6YYI9",0,0,4.82071069688987,0,2.86071574049045,0
"A0A0A6YYJ8",3.73485789231807,0,1.37734591339711,0,2.86071574049045,3.49508234970266
"A0A0A6YYL4",9.33714473079518,0,6.88672956698553,0,0,0
"A0A0A6YYL6",0,44.7251637001299,4.82071069688987,6.70283807454619,2.86071574049045,4.66010979960355
"A0A0B4J1R6",9.95962104618152,7.61279382129871,4.82071069688987,14.7462437640016,27.1767995346593,18.6404391984142
"A0A0B4J1W3",0,0,0,10.7245409192739,7.15178935122612,2.33005489980177
"A0A0B4J1Z1",6.22476315386345,0,8.95274843708119,12.0651085341831,15.7339365726975,6.99016469940532
"A0A0B4J1Z8",3.73485789231807,0,0,0,0,0
"A0A0B4J203",0,4.75799613831169,0,0,0,0
"A0A0B4J207",1.86742894615904,0,1.37734591339711,25.4707846832755,11.4428629619618,2.33005489980177
"A0A0B4J210",4.35733420770442,0,0,8.04340568945543,7.15178935122612,0
"A0A0B4J225",1.24495263077269,1.90319845532468,0,9.38397330436467,10.0125050917166,5.82513724950443
"A0A0B4J269",30.5013394539309,53.289556749091,39.9430314885161,32.1736227578217,68.6571777717708,78.0568391433594
"A0A0B4J2A2",1.24495263077269,0,2.06601887009566,0,0,0
"A0A0B4J2B4",21.1641947231357,13.3223891872727,11.7074402638754,20.1085142236386,8.58214722147135,8.15519214930621
"A0A0B4J2C3",1.86742894615904,0,2.75469182679421,4.02170284472771,4.29107361073567,0
"A0A0B4J2D5",8.09219210002249,0,0,0,0,0
"A0A0B4J2F8",3.73485789231807,0,0,0,0,0
"A0A0B4J2G9",1.86742894615904,0,2.06601887009566,0,0,8.15519214930621
"A0A0B4J2H4",8.09219210002249,0,0,0,0,0
"A0A0C4DFL8",1.86742894615904,0,0,0,0,0
"A0A0C4DFN8",1.86742894615904,0,0,0,0,0
"A0A0C4DFQ1",2.48990526154538,0,0,2.68113522981848,0,4.66010979960355
"A0A0C4DFU1",0,0,2.06601887009566,0,0,0
"A0A0C4DFU2",0,0,2.06601887009566,0,0,0
"A0A0C4DFV2",1.86742894615904,0,0,4.02170284472771,4.29107361073567,0
"A0A0C4DFV9",4.97981052309076,16.1771868702598,19.971515744258,8.04340568945543,10.0125050917166,17.4754117485133
"A0A0C4DFX0",0,0,0,0,2.86071574049045,3.49508234970266
"A0A0C4DFX3",0,0,0,0,0,3.49508234970266
"A0A0C4DG06",0,1.90319845532468,0,13.4056761490924,5.7214314809809,6.99016469940532
"A0A0C4DG17",11.2045736769542,3.80639691064935,7.57540252368408,12.0651085341831,8.58214722147135,10.485247049108
"A0A0C4DG56",0,0,2.06601887009566,0,0,0
"A0A0C4DG89",5.60228683847711,3.80639691064935,2.06601887009566,0,7.15178935122612,4.66010979960355
"A0A0C4DG98",5.60228683847711,4.75799613831169,2.75469182679421,0,0,0
"A0A0C4DGA2",2.48990526154538,0,0,0,0,0
"A0A0C4DGA6",3.11238157693173,0,0,0,0,0
"A0A0C4DGB5",3.11238157693173,0,0,0,0,0
"A0A0C4DGB6",4.35733420770442,9.51599227662339,4.82071069688987,18.7679466087293,10.0125050917166,8.15519214930621
"A0A0C4DGD1",3.11238157693173,0,0,0,0,0
"A0A0C4DGG9",21.1641947231357,5.70959536597403,8.26407548038263,5.36227045963695,2.86071574049045,3.49508234970266
"A0A0C4DGH5",6.8472394692498,4.75799613831169,4.13203774019132,2.68113522981848,7.15178935122612,12.8153019489098
"A0A0C4DGI3",13.6944789384996,17.1287860979221,22.0375346143537,8.04340568945543,8.58214722147135,9.32021959920709
"A0A0C4DGK3",0,3.80639691064935,0,0,0,0
"A0A0C4DGK8",8.71466841540883,0,4.82071069688987,4.02170284472771,4.29107361073567,3.49508234970266
"A0A0C4DGL3",0,0,0,0,5.7214314809809,2.33005489980177
"A0A0C4DGN7",1.86742894615904,0,0,0,0,0
"A0A0C4DGP4",3.11238157693173,0,2.75469182679421,0,0,0
"A0A0C4DGP7",3.11238157693173,0,2.75469182679421,0,0,0
"A0A0C4DGQ5",1.86742894615904,0,0,0,0,0
"A0A0C4DGQ6",0,0,0,0,4.29107361073567,0
"A0A0C4DGS0",3.11238157693173,0,1.37734591339711,2.68113522981848,2.86071574049045,0
"A0A0C4DGS1",11.2045736769542,2.85479768298702,0,0,0,0
"A0A0C4DGW6",2.48990526154538,0,0,0,0,0
"A0A0C4DGX2",0,0,0,0,0,3.49508234970266
"A0A0C4DGX4",3.11238157693173,0,0,0,0,0
"A0A0C4DGY8",0,2.85479768298702,0,0,0,0
"A0A0C4DGZ0",4.35733420770442,0,0,9.38397330436467,4.29107361073567,2.33005489980177
"A0A0C4DGZ5",4.97981052309076,6.66119459363637,11.0187673071768,4.02170284472771,7.15178935122612,10.485247049108
"A0A0C4DH52",1.86742894615904,0,0,0,0,0
"A0A0C4DH82",1.86742894615904,0,0,2.68113522981848,0,0
"A0A0C4DH83",0,0,0,5.36227045963695,4.29107361073567,0
"A0A0D9SEI0",0,0,0,0,0,3.49508234970266
"A0A0D9SEI3",0,3.80639691064935,4.13203774019132,0,0,0
"A0A0D9SEI8",4.35733420770442,0,0,0,0,8.15519214930621
"A0A0D9SEM9",4.35733420770442,0,1.37734591339711,0,0,4.66010979960355
"A0A0D9SEN2",0,3.80639691064935,4.13203774019132,0,0,0
"A0A0D9SER5",0,3.80639691064935,4.13203774019132,0,0,0
"A0A0D9SET8",4.97981052309076,1.90319845532468,0,8.04340568945543,4.29107361073567,3.49508234970266
"A0A0D9SEY1",2.48990526154538,0,0,2.68113522981848,2.86071574049045,2.33005489980177
"A0A0D9SF20",11.8270499923406,5.70959536597403,8.26407548038263,20.1085142236386,20.0250101834331,32.6207685972248
"A0A0D9SF53",6.8472394692498,4.75799613831169,4.13203774019132,20.1085142236386,5.7214314809809,10.485247049108
"A0A0D9SF54",14.3169552538859,14.2739884149351,12.3961132205739,17.4273789938201,11.4428629619618,13.9803293988106
"A0A0D9SF58",3.11238157693173,0,0,2.68113522981848,0,0
"A0A0D9SFB3",6.8472394692498,4.75799613831169,4.13203774019132,20.1085142236386,5.7214314809809,10.485247049108
"A0A0D9SFD2",0,0,2.75469182679421,0,0,0
"A0A0D9SFE5",4.97981052309076,3.80639691064935,6.88672956698553,5.36227045963695,12.873220832207,8.15519214930621
"A0A0D9SFK2",3.11238157693173,0,0,0,4.29107361073567,0
"A0A0D9SFL3",4.97981052309076,0,3.44336478349276,0,0,0
"A0A0D9SFS3",1.24495263077269,0,2.75469182679421,6.70283807454619,0,2.33005489980177
"A0A0D9SFX7",2.48990526154538,0,0,0,0,0
"A0A0D9SFY5",1.24495263077269,0,1.37734591339711,0,2.86071574049045,6.99016469940532
"A0A0D9SG12",6.8472394692498,4.75799613831169,4.13203774019132,20.1085142236386,5.7214314809809,10.485247049108
"A0A0D9SG62",2.48990526154538,0,0,2.68113522981848,2.86071574049045,2.33005489980177
"A0A0D9SG66",0,0,0,9.38397330436467,5.7214314809809,0
"A0A0D9SG71",2.48990526154538,0,0,0,0,0
"A0A0D9SG77",0,5.70959536597403,2.06601887009566,0,0,0
"A0A0D9SGF6",14.3169552538859,14.2739884149351,11.7074402638754,17.4273789938201,11.4428629619618,13.9803293988106
"A0A0D9SGG1",0,3.80639691064935,2.06601887009566,0,0,0
"A0A0G2JH37",0,0,2.75469182679421,0,0,0
"A0A0G2JH68",17.4293368308177,20.9351830085714,60.6032201894726,10.7245409192739,14.3035787024522,10.485247049108
"A0A0G2JHC2",3.11238157693173,0,0,0,0,0
"A0A0G2JHL0",1.86742894615904,0,0,0,0,0
"A0A0G2JHN7",2.48990526154538,0,2.06601887009566,0,0,5.82513724950443
