"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Q9I4Z4",318.387242455382,3.29790597086791,0.346415070158383,9.5200996000552,1.73013159197121e-21,1.99830198872675e-18
"Q9I4S1",264.015705160517,2.38400253632744,0.340787989890273,6.9955591366205,2.64203111242606e-12,1.52577296742605e-09
"P30720",293.025560580702,-2.93859016851844,0.443435392471222,-6.62687331325082,3.42871648878628e-11,1.32005584818272e-08
"P00282",101.522978021217,-2.43494422418275,0.374002770225907,-6.5104978305695,7.49021506026109e-11,2.16279959865039e-08
"P32722",155.729168027389,2.20406538411241,0.35600580567103,6.19109393443177,5.97480876409691e-10,1.38018082450639e-07
"G3XD89",139.166612652307,2.25799705956322,0.383670699227752,5.88524759411676,3.97458529381665e-09,7.65107669059705e-07
"P72151",109.119902717841,-2.14404862046715,0.373805104920501,-5.73573927226898,9.70879196019394e-09,1.601950673432e-06
"Q9HVI2",286.733141847065,-3.33094193146748,0.602093515449494,-5.53226674261848,3.16118677759157e-08,4.56396341014783e-06
"O68822",96.1492792580133,2.1575584846043,0.410103299744772,5.26101225214977,1.43264486248822e-07,1.83856090685988e-05
"P00106",58.4469113017081,2.32756201802293,0.448271850982137,5.19230019222348,2.07711735453461e-07,2.39907054448748e-05
"Q9HVY6",61.7636231136995,2.3326372654441,0.457162910764361,5.10242018877691,3.35337181045725e-07,3.52104040098011e-05
"Q9I3D4",68.2735882780059,2.14458875164507,0.457868589213537,4.68385209679648,2.81533190422726e-06,0.00025013141149096
"Q9I456",29.4966987492984,2.9958219764832,0.638297671698224,4.69345590516202,2.68627913322723e-06,0.00025013141149096
"Q9I3G1",188.68512740858,2.15748898005351,0.464746712386752,4.64228992384586,3.44568903435042e-06,0.000284269345333909
"Q9I5X3",9.72879289073342,-6.6739313795001,1.44664362238557,-4.61339010951055,3.96153754704958e-06,0.000305038391122817
"Q9I0H9",16.0828653650794,-4.97657227366488,1.12226000889048,-4.43442004013399,9.23204756746461e-06,0.000666438433776351
"Q9HVZ7",8.1909357585487,-6.42593259287468,1.48425737014822,-4.32939241004611,1.49521297154537e-05,0.000962373698343701
"Q9I574",16.9728205217088,3.61743811590644,0.835683617012907,4.32871728278786,1.49980316624992e-05,0.000962373698343701
"Q9HU11",190.893947125964,1.59345507127812,0.377498487703685,4.22108994653482,2.4312389378889e-05,0.00147793735434825
"P14165",97.4516195067452,-1.74965449963844,0.423096477110644,-4.13535586868261,3.54404995918566e-05,0.00194922747755212
"Q9HWX5",28.2711206464282,-3.47551468666568,0.838554154173911,-4.1446514448307,3.40330975261723e-05,0.00194922747755212
"Q9I5F6",49.7269745040179,-2.15261448934156,0.522501143896101,-4.11982732380316,3.79156441232612e-05,0.00199057131647121
"G3XD11",33.4312745818005,2.70179512904143,0.662658315966222,4.07720700690511,4.55799105761934e-05,0.00220027515116389
"Q9I2Z2",6.66916384766311,6.30963228987121,1.54780888096602,4.07649314296043,4.57200031410679e-05,0.00220027515116389
"Q9HWW1",1927.57472194036,1.62319272140076,0.405082748056027,4.00706455456419,6.14780640711433e-05,0.00284028656008682
"O86428",76.6378531889611,-2.18324108290031,0.547012742685444,-3.99120699123414,6.57378721785187e-05,0.00292027855254573
"P26275",22.7730193650505,-2.86779506407704,0.721463678977933,-3.97496803739271,7.03887086545629e-05,0.00301107253688963
"Q9HWD9",6.65760436690768,-6.12082486918692,1.56282582569359,-3.91651121229104,8.98396393455494e-05,0.00370588512300391
"Q9HVD1",23.910395509703,2.69563878014076,0.706107184941505,3.81760565198621,0.000134753087095214,0.00536689019293007
"Q9HV42",21.627979085539,-2.40649631218373,0.636832169179634,-3.77885482023273,0.000157551240610819,0.00587005428727407
"Q9HWQ0",27.0700106914008,2.03777653280823,0.538754566684482,3.78238377699291,0.00015533362631737,0.00587005428727407
"Q9HVY3",63.7236308545723,-2.52573706316653,0.671639671427485,-3.76055371743958,0.000169537662017464,0.00600642454324658
"Q9I3G4",78.1057015574868,2.3752141694624,0.632124416978686,3.75751055593615,0.000171612129807045,0.00600642454324658
"Q9HVI7",38.6247312825078,-2.42729535718549,0.649447628543339,-3.73747666556228,0.000185876334370065,0.00631432841757134
"Q9HTX6",22.0494512075697,-4.18115330597895,1.12391070863771,-3.72018281687779,0.000199078620101124,0.00656959446333709
"Q9HXY4",15.5161939699757,3.56858731319323,0.965845825713971,3.69477945463528,0.00022007772790159,0.00706082710350936
"Q9HVB9",5.74526363042056,-5.91876320953282,1.6078264152959,-3.68122028175755,0.00023212035032274,0.00724591904385851
"Q9HW06",21.7218997177412,-2.35265842678289,0.643809971139643,-3.65427460313844,0.000257910120014047,0.00782411276301282
"Q9HW45",6.7908653969733,-6.16077441190231,1.68876428544897,-3.64809610493654,0.000264190820569264,0.00782411276301282
"G3XD72",17.6329868023728,2.49437343330115,0.685862345791412,3.63684265305877,0.00027600041140238,0.00796951187924372
"Q9HVD5",6.37375489016502,-6.0534679632702,1.67049712150191,-3.62375240600693,0.000290359574134904,0.00817964166160521
"P13794",1777.42732945782,1.46334047728097,0.407732808990639,3.58896916071958,0.00033198810665496,0.0089173549578251
"Q9HZA6",33.0390863797554,1.9479060931764,0.542342722635451,3.59165157358576,0.000328588975223824,0.0089173549578251
"P52002",13.2013023545325,3.33512790444952,0.940846814772591,3.54481500291378,0.000392888732684703,0.0103133292329735
"Q9HTP1",5.49929805810122,-5.84671278092499,1.67559251037322,-3.48934048387619,0.000484213958706331,0.0124281582734625
"Q9HV36",4.68481392085907,5.79799774699281,1.68062011651804,3.44991571266283,0.000560761607014206,0.0140799925239437
"O69754",12.0753005603033,-3.44396634326997,1.00508191498065,-3.4265528927921,0.000611294694468331,0.0150222419598069
"Q9HTR6",17.8223775070184,-2.24636302081325,0.659108236166077,-3.40818532913497,0.000653964625006539,0.0151250162311411
"Q9HYK7",25.3385419989183,-2.04331749912573,0.598203154450228,-3.41575848259044,0.000636046320895436,0.0151250162311411
"Q9I558",28.0408930755875,-2.35518827052712,0.691106267716936,-3.4078525699202,0.000654762607408706,0.0151250162311411
"P25254",8.48138958406996,-4.62385143284692,1.35905212294827,-3.40226202863812,0.000668305288088387,0.0151351491714135
"Q9HUM2",32.4694749234224,1.79943926458234,0.533807378017323,3.37095240471544,0.00074908798438574,0.0166383965762602
