"","PA_sonic_1","PA_sonic_2","PA_sonic_3","PA_triflic_1","PA_triflic_2","PA_triflic_3"
"P00106",17.0784037325982,21.2965796974332,29.0673566244378,24.1677236399365,14.9351807965831,28.3125122644734
"P00282",602.342162415099,795.072308704171,395.051801395768,197.369743059481,219.360467949815,178.368827266182
"P04739",0,0,5.28497393171596,88.614986679767,42.9386447901765,7.55000327052623
"P05384",452.577698913853,427.706308923449,436.010349366567,1838.0896479485,281.901537535506,882.406632242753
"P07344",8.53920186629911,9.76093236132353,0,4.02795393998941,3.73379519914578,3.77500163526312
"P07345",0,3.54942994957219,5.28497393171596,0,2.80034639935933,0
"P08280",0,1.7747149747861,13.2124348292899,10.7412105066384,0,1.88750081763156
"P08308",156.989942003499,198.768077176043,196.86527895642,28.1956775799259,75.609352782702,73.6125318876307
"P09591",1171.84124072905,985.854168493677,2202.51288604263,604.193090998412,356.577441518422,667.231539032756
"P0C2B2",5.25489345618407,0,0,5.37060525331921,14.9351807965831,22.6500098115787
"P11221",5.25489345618407,0,19.8186522439349,140.978387899629,11.2013855974373,42.46876839671
"P11436",3.94117009213805,2.66207246217914,0,0,0,3.77500163526312
"P13794",7.8823401842761,0,17.1761652780769,1666.23027984229,682.351072643891,904.112891645516
"P13981",227.274141979961,187.232429839933,319.740922868816,261.817006099312,164.286988762414,214.231342801182
"P13982",38.0979775573345,85.1863187897326,48.8860088683726,102.041499813065,70.9421087837698,56.6250245289467
"P14165",231.872173754122,339.857917671537,117.59066998068,194.684440432822,118.547997572879,205.73758912184
"P14532",181.950685920373,157.949632755963,334.274601181034,135.60778264631,103.612816776295,153.831316636972
"P14756",1.31372336404602,0,6.60621741464495,0,0,2.83125122644734
"P14789",11.8235102764141,3.54942994957219,11.8911913463609,6.71325656664902,4.66724399893222,12.2687553146051
"P15275",1.97058504606902,3.54942994957219,0,0,0,2.83125122644734
"P15276",258.146641035042,0,35.6735740390827,114.125361633033,297.770167131876,26.4250114468418
"P19572",9.19606354832212,6.21150241175134,9.24870438050293,0,7.46759039829156,5.66250245289467
"P20574",5.91175513820707,5.32414492435829,0,0,0,0
"P20576",0,22.1839371848262,10.5699478634319,0,0,0
"P20577",1.97058504606902,0,0,0,6.53414159850511,0
"P20580",19.0489887786672,10.6482898487166,21.1398957268638,4.02795393998941,20.5358735953018,6.60625286171045
"P20581",3.94117009213805,4.43678743696524,7.92746089757394,0,0,0
"P20582",7.22547850225309,18.634507235254,0,0,3.73379519914578,4.71875204407889
"P21175",19.0489887786672,13.3103623108957,58.1347132488756,20.1397696999471,27.0700151938069,31.1437634909207
"P21628",0,0,0,9.39855919330862,1.86689759957289,0
"P22008",0,0,5.28497393171596,2.68530262665961,0,11.3250049057893
"P22567",12.4803719584372,9.76093236132353,14.5336783122189,6.71325656664902,12.1348343972238,8.49375367934201
"P22608",3.94117009213805,7.09885989914439,0,6.71325656664902,0,0
"P23189",19.7058504606902,20.4092222100401,7.92746089757394,10.7412105066384,17.7355271959425,22.6500098115787
"P23620",2.62744672809203,3.54942994957219,0,2.68530262665961,0,1.88750081763156
"P24474",172.754622372051,378.901647116832,43.6010349366567,34.9089341465749,88.6776359797123,47.1875204407889
"P24559",11.8235102764141,17.747149747861,0,0,5.60069279871867,2.83125122644734
"P24562",10.5097869123681,0,5.28497393171596,0,2.80034639935933,0
"P25254",0,0,0,14.7691644466278,23.3362199946611,18.8750081763156
"P26275",25.6176055988973,32.8322270335428,25.1036261756508,69.8178682931498,45.7389911895358,22.6500098115787
"P26276",3.28430841011504,6.21150241175134,9.24870438050293,14.7691644466278,16.802078396156,4.71875204407889
"P26480",17.0784037325982,23.0712946722193,27.7461131415088,25.5103749532663,20.5358735953018,34.9187651261838
"P27017",3.94117009213805,2.66207246217914,0,0,5.60069279871867,4.71875204407889
"P27726",5.25489345618407,2.66207246217914,5.28497393171596,0,1.86689759957289,0
"P28810",76.195955114669,96.7219661258423,79.2746089757394,77.8737761731286,58.807274386546,71.7250310699992
"P28811",53.2057962438637,69.2138840166578,19.8186522439349,32.2236315199153,21.4693223950882,23.5937602203945
"P28812",0,0,0,5.37060525331921,2.80034639935933,0
"P29248",11.8235102764141,6.21150241175134,10.5699478634319,0,1.86689759957289,2.83125122644734
"P29363",10.5097869123681,23.0712946722193,10.5699478634319,37.5942367732345,28.9369127933798,15.1000065410525
"P29364",4.59803177416106,9.76093236132353,3.96373044878697,5.37060525331921,2.80034639935933,16.0437569498682
"P29365",9.85292523034512,3.54942994957219,9.24870438050293,22.8250723266067,10.2679367976509,24.5375106292102
"P29436",0,0,0,0,0,7.55000327052623
"P30718",538.626579258867,551.048999671083,1496.96886615855,613.59165019172,1125.73925254245,917.325397368937
"P30720",183.921270966442,244.910666520481,72.6683915610945,926.429406197564,361.244685517354,493.581463810652
"P30819",2.62744672809203,3.54942994957219,0,4.02795393998941,0,4.71875204407889
"P31961",6.56861682023008,9.76093236132353,3.96373044878697,0,5.60069279871867,2.83125122644734
"P32265",10.5097869123681,7.98621738653743,0,9.39855919330862,12.1348343972238,7.55000327052623
"P32722",4.59803177416106,0,0,64.4472630398306,74.6759039829156,53.7937733024994
"P33640",1.31372336404602,0,0,0,1.86689759957289,1.88750081763156
"P33641",0,1.7747149747861,0,2.68530262665961,18.6689759957289,0
"P33642",0,0,2.64248696585798,10.7412105066384,0,0
"P34002",3.28430841011504,3.54942994957219,0,13.426513133298,6.53414159850511,3.77500163526312
"P34750",0,0,0,0,2.80034639935933,0
"P35818",0,0,0,4.02795393998941,0,0
"P37452",7.22547850225309,8.87357487393048,3.96373044878697,0,1.86689759957289,3.77500163526312
"P37798",13.1372336404602,23.9586521596123,15.8549217951479,6.71325656664902,6.53414159850511,16.0437569498682
"P37799",3.94117009213805,0,11.8911913463609,214.824210132769,20.5358735953018,14.1562561322367
"P38098",7.8823401842761,5.32414492435829,11.8911913463609,17.4544670732874,13.0682831970102,13.2125057234209
"P38100",38.0979775573345,31.0575120587567,50.2072523513016,41.6221907132239,42.00519599039,30.2000130821049
"P38103",7.8823401842761,5.32414492435829,6.60621741464495,8.05590787997882,11.2013855974373,4.71875204407889
"P38108",1.97058504606902,6.21150241175134,6.60621741464495,40.2795393998941,8.401039198078,9.43750408815779
"P40947",11.8235102764141,0,14.5336783122189,14.7691644466278,10.2679367976509,7.55000327052623
"P42257",0,0,0,4.02795393998941,3.73379519914578,2.83125122644734
"P42807",0,0,0,0,2.80034639935933,1.88750081763156
"P42810",1.97058504606902,0,0,0,1.86689759957289,4.71875204407889
"P43334",6.56861682023008,4.43678743696524,13.2124348292899,6.71325656664902,5.60069279871867,13.2125057234209
"P43335",22.3332971887823,29.2827970839706,11.8911913463609,0,0,3.77500163526312
"P43336",32.8430841011504,29.2827970839706,21.1398957268638,12.0838618199682,32.6707079925256,26.4250114468418
"P43501",7.8823401842761,13.3103623108957,13.2124348292899,0,59.7407231863325,7.55000327052623
"P43898",2.62744672809203,0,0,0,1.86689759957289,0
"P43903",13.7940953224832,6.21150241175134,7.92746089757394,8.05590787997882,5.60069279871867,14.1562561322367
"P43904",0,0,0,2.68530262665961,6.53414159850511,5.66250245289467
"P45683",3.28430841011504,7.09885989914439,0,0,3.73379519914578,1.88750081763156
"P45684",1.31372336404602,1.7747149747861,0,0,0,0
"P46384",0,1.7747149747861,3.96373044878697,0,2.80034639935933,5.66250245289467
"P47203",13.7940953224832,5.32414492435829,17.1761652780769,14.7691644466278,18.6689759957289,8.49375367934201
"P47204",12.4803719584372,19.5218647226471,3.96373044878697,30.8809802065855,28.0034639935933,16.987507358684
"P47205",33.4999457831734,27.5080821091845,47.5647653854436,40.2795393998941,34.5376055920985,47.1875204407889
"P48247",44.0097326955416,52.3540917561898,33.0310870732248,49.6780985932027,58.807274386546,11.3250049057893
"P48372",18.3921270966442,73.650671453623,18.4974087610059,16.1118157599576,29.8703615931662,28.3125122644734
"P49988",0,8.87357487393048,0,0,2.80034639935933,4.71875204407889
"P50587",7.22547850225309,2.66207246217914,15.8549217951479,4.02795393998941,27.0700151938069,16.987507358684
"P50597",1.97058504606902,4.43678743696524,7.92746089757394,14.7691644466278,1.86689759957289,1.88750081763156
"P50598",0,0,2.64248696585798,14.7691644466278,21.4693223950882,17.9312577674998
"P50601",2.62744672809203,5.32414492435829,7.92746089757394,8.05590787997882,2.80034639935933,10.3812544969736
"P50987",37.4411158753115,27.5080821091845,18.4974087610059,13.426513133298,25.203117594234,9.43750408815779
"P52002",0,6.21150241175134,0,2.68530262665961,5.60069279871867,0
"P52477",0,0,0,0,6.53414159850511,6.60625286171045
"P53593",75.5390934326459,70.9885989914439,187.616574575917,287.327381052578,71.8755575835563,161.381319907498
"P53641",212.166323293432,147.301342907246,237.823826927218,285.984729739248,341.642260721839,95.3187912903936
"P54292",0,6.21150241175134,0,2.68530262665961,0,0
"P55218",15.7646803685522,8.87357487393048,22.4611392097928,6.71325656664902,13.0682831970102,7.55000327052623
"P55222",0,0,3.96373044878697,0,3.73379519914578,3.77500163526312
"P57109",6.56861682023008,0,0,0,4.66724399893222,4.71875204407889
"P57112",10.5097869123681,9.76093236132353,15.8549217951479,4.02795393998941,11.2013855974373,16.0437569498682
"P57665",3.28430841011504,4.43678743696524,6.60621741464495,0,0,0
"P57668",7.8823401842761,9.76093236132353,33.0310870732248,10.7412105066384,6.53414159850511,14.1562561322367
"P57708",0,0,0,0,2.80034639935933,1.88750081763156
"P65116",8.53920186629911,0,3.96373044878697,0,2.80034639935933,3.77500163526312
"P72138",1.97058504606902,2.66207246217914,0,4.02795393998941,2.80034639935933,8.49375367934201
"P72139",1.97058504606902,0,3.96373044878697,0,1.86689759957289,0
"P72151",391.489562485713,390.437294452941,1018.67872533825,165.146111539566,252.964624742127,201.962587486577
"P72154",2.62744672809203,0,6.60621741464495,0,0,3.77500163526312
"P72157",6.56861682023008,9.76093236132353,2.64248696585798,8.05590787997882,3.73379519914578,1.88750081763156
"P72158",6.56861682023008,15.9724347730749,9.24870438050293,5.37060525331921,2.80034639935933,4.71875204407889
"P72170",4.59803177416106,17.747149747861,6.60621741464495,2.68530262665961,5.60069279871867,1.88750081763156
"P72173",72.2547850225309,64.7770965796925,25.1036261756508,92.6429406197564,35.4710543918849,46.2437700319732
"P72174",8.53920186629911,14.1977197982888,11.8911913463609,36.2515854599047,25.203117594234,19.8187585851314
"P77915",21.6764355067593,26.6207246217914,23.7823826927218,10.7412105066384,19.6024247955153,16.987507358684
"P80357",4.59803177416106,4.43678743696524,0,13.426513133298,20.5358735953018,10.3812544969736
"P80358",7.22547850225309,14.1977197982888,13.2124348292899,8.05590787997882,9.33448799786445,13.2125057234209
"P95414",0,0,2.64248696585798,0,0,1.88750081763156
"P95454",0,4.43678743696524,0,4.02795393998941,2.80034639935933,5.66250245289467
"P95458",4.59803177416106,4.43678743696524,0,13.426513133298,6.53414159850511,5.66250245289467
"P95459",5.25489345618407,1.7747149747861,7.92746089757394,4.02795393998941,11.2013855974373,11.3250049057893
"P96963",0,0,0,9.39855919330862,0,0
"Q00514",3.28430841011504,0,0,4.02795393998941,1.86689759957289,3.77500163526312
"Q00934",1.97058504606902,0,0,0,2.80034639935933,3.77500163526312
"Q01269",1.97058504606902,0,6.60621741464495,0,0,3.77500163526312
"Q01609",0,0,0,0,2.80034639935933,0
"Q03026",0,0,0,0,8.401039198078,0
"Q03456",7.8823401842761,5.32414492435829,22.4611392097928,60.4193090998412,19.6024247955153,33.0312643085523
"Q04633",0,3.54942994957219,0,4.02795393998941,3.73379519914578,4.71875204407889
"Q06198",1.97058504606902,5.32414492435829,0,0,2.80034639935933,0
"Q06553",1.31372336404602,1.7747149747861,0,0,0,0
"Q06579",50.5783495157716,86.9610337645187,14.5336783122189,4.02795393998941,36.4045031916713,9.43750408815779
"Q06584",1.31372336404602,0,0,2.68530262665961,0,0
"Q14T74",1.31372336404602,0,0,0,3.73379519914578,3.77500163526312
"Q51342",75.5390934326459,86.0736762771257,55.4922262830176,21.4824210132769,18.6689759957289,15.1000065410525
"Q51344",26.2744672809203,30.1701545713636,19.8186522439349,8.05590787997882,9.33448799786445,15.1000065410525
"Q51363",3.28430841011504,4.43678743696524,3.96373044878697,2.68530262665961,3.73379519914578,5.66250245289467
"Q51366",1.31372336404602,2.66207246217914,5.28497393171596,2.68530262665961,0,2.83125122644734
"Q51368",0,0,0,9.39855919330862,0,0
"Q51375",17.0784037325982,5.32414492435829,5.28497393171596,10.7412105066384,14.9351807965831,5.66250245289467
"Q51385",0,2.66207246217914,0,0,0,1.88750081763156
"Q51390",0,0,3.96373044878697,0,0,4.71875204407889
"Q51422",49.2646261517256,70.9885989914439,62.0984436976625,85.9296840531074,56.0069279871867,45.3000196231574
"Q51434",5.91175513820707,2.66207246217914,3.96373044878697,0,3.73379519914578,8.49375367934201
"Q51455",23.6470205528283,12.4230048235027,9.24870438050293,4.02795393998941,10.2679367976509,7.55000327052623
"Q51463",0,0,0,4.02795393998941,3.73379519914578,0
"Q51465",7.22547850225309,5.32414492435829,6.60621741464495,0,0,2.83125122644734
"Q51466",0,0,0,8.05590787997882,28.9369127933798,16.0437569498682
"Q51470",9.85292523034512,39.0437294452941,0,6.71325656664902,1.86689759957289,4.71875204407889
"Q51472",4.59803177416106,3.54942994957219,3.96373044878697,16.1118157599576,14.9351807965831,8.49375367934201
"Q51473",4.59803177416106,0,0,0,0,4.71875204407889
"Q51480",1.97058504606902,0,0,2.68530262665961,5.60069279871867,7.55000327052623
"Q51481",11.1666485943911,7.09885989914439,0,0,6.53414159850511,4.71875204407889
"Q51487",0,0,0,18.7971183866172,9.33448799786445,2.83125122644734
"Q51551",7.8823401842761,16.8597922604679,15.8549217951479,12.0838618199682,16.802078396156,7.55000327052623
"Q51559",6.56861682023008,7.98621738653743,6.60621741464495,4.02795393998941,2.80034639935933,6.60625286171045
"Q51561",152.391910229338,93.1725361762701,224.611392097928,149.034295779608,154.019051964763,148.168814184077
"Q51564",4.59803177416106,5.32414492435829,0,0,0,2.83125122644734
"Q51567",277.852491495732,169.485280092072,414.870453639703,186.628532552843,98.0121239775767,139.675060504735
"Q51576",0,0,0,13.426513133298,1.86689759957289,0
"Q59636",52.5489345618407,12.4230048235027,92.4870438050293,75.188473546469,47.6058887891087,62.2875269818414
"Q59637",218.078078431639,646.883608309532,136.088078741686,107.412105066384,126.01558797117,109.47504742263
"Q59638",44.0097326955416,31.0575120587567,26.4248696585798,80.5590787997882,122.281792772024,102.86879456092
"Q59641",23.6470205528283,13.3103623108957,27.7461131415088,4.02795393998941,8.401039198078,4.71875204407889
"Q59643",15.7646803685522,23.9586521596123,42.2797914537277,20.1397696999471,8.401039198078,12.2687553146051
"Q59646",0,0,0,6.71325656664902,4.66724399893222,0
"Q59650",7.22547850225309,12.4230048235027,5.28497393171596,29.5383288932557,26.1365663940205,14.1562561322367
"Q59653",17.0784037325982,29.2827970839706,9.24870438050293,18.7971183866172,21.4693223950882,15.1000065410525
"Q59654",0,0,2.64248696585798,0,2.80034639935933,0
"Q60169",10.5097869123681,15.0850772856818,7.92746089757394,0,7.46759039829156,11.3250049057893
"Q7DC80",0,0,0,13.426513133298,8.401039198078,12.2687553146051
"Q7DC81",0,0,0,2.68530262665961,0,2.83125122644734
"Q7DC82",1.31372336404602,0,0,4.02795393998941,1.86689759957289,0
"Q820A5",3.94117009213805,4.43678743696524,0,5.37060525331921,6.53414159850511,3.77500163526312
"Q9HT06",1.31372336404602,0,0,0,28.0034639935933,8.49375367934201
"Q9HT09",3.28430841011504,1.7747149747861,3.96373044878697,0,3.73379519914578,3.77500163526312
"Q9HT10",4.59803177416106,5.32414492435829,0,0,0,1.88750081763156
"Q9HT12",7.22547850225309,20.4092222100401,10.5699478634319,9.39855919330862,19.6024247955153,6.60625286171045
"Q9HT14",14.4509570045062,12.4230048235027,0,22.8250723266067,28.9369127933798,18.8750081763156
"Q9HT16",1.31372336404602,0,2.64248696585798,20.1397696999471,6.53414159850511,10.3812544969736
"Q9HT17",5.91175513820707,0,9.24870438050293,13.426513133298,11.2013855974373,24.5375106292102
"Q9HT18",24.3038822348513,7.98621738653743,47.5647653854436,142.321039212959,37.3379519914578,139.675060504735
"Q9HT19",21.6764355067593,7.09885989914439,27.7461131415088,20.1397696999471,29.8703615931662,45.3000196231574
"Q9HT20",36.7842541932885,17.747149747861,133.445591775828,496.780985932027,105.479714375868,270.856367330128
"Q9HT21",0,0,0,4.02795393998941,0,0
"Q9HT22",7.8823401842761,4.43678743696524,3.96373044878697,9.39855919330862,9.33448799786445,2.83125122644734
"Q9HT25",9.19606354832212,0,3.96373044878697,5.37060525331921,2.80034639935933,9.43750408815779
"Q9HT29",0,0,0,4.02795393998941,2.80034639935933,0
"Q9HT45",3.28430841011504,0,2.64248696585798,0,9.33448799786445,1.88750081763156
"Q9HT46",2.62744672809203,2.66207246217914,5.28497393171596,0,0,0
"Q9HT50",17.7352654146212,21.2965796974332,10.5699478634319,0,2.80034639935933,6.60625286171045
"Q9HT52",2.62744672809203,4.43678743696524,3.96373044878697,2.68530262665961,6.53414159850511,7.55000327052623
"Q9HT54",0,0,0,0,12.1348343972238,0
"Q9HT62",3.28430841011504,0,0,0,6.53414159850511,2.83125122644734
"Q9HT65",1.97058504606902,0,0,0,0,0
"Q9HT66",1.97058504606902,4.43678743696524,2.64248696585798,0,0,0
"Q9HT68",13.1372336404602,9.76093236132353,5.28497393171596,38.9368880865643,31.7372591927391,22.6500098115787
"Q9HT70",0,0,0,14.7691644466278,8.401039198078,0
"Q9HT74",3.28430841011504,5.32414492435829,0,2.68530262665961,0,0
"Q9HT76",13.7940953224832,14.1977197982888,13.2124348292899,10.7412105066384,8.401039198078,4.71875204407889
"Q9HT77",14.4509570045062,55.016164218369,6.60621741464495,30.8809802065855,18.6689759957289,21.7062594027629
"Q9HT80",7.22547850225309,8.87357487393048,11.8911913463609,16.1118157599576,8.401039198078,13.2125057234209
"Q9HT81",1.97058504606902,0,0,0,0,0
"Q9HT82",4.59803177416106,14.1977197982888,0,0,4.66724399893222,0
"Q9HT83",3.94117009213805,2.66207246217914,0,0,0,1.88750081763156
"Q9HT86",0,0,0,0,1.86689759957289,3.77500163526312
"Q9HT89",3.28430841011504,2.66207246217914,0,0,1.86689759957289,0
"Q9HT92",0,0,0,0,2.80034639935933,2.83125122644734
"Q9HT95",14.4509570045062,4.43678743696524,75.3108785269524,36.2515854599047,38.2714007912442,37.7500163526311
"Q9HTB1",1.97058504606902,0,0,0,0,0
"Q9HTC2",21.6764355067593,15.0850772856818,25.1036261756508,71.1605196064796,32.6707079925256,19.8187585851314
"Q9HTC4",1.31372336404602,0,0,0,0,2.83125122644734
"Q9HTC5",10.5097869123681,11.5356473361096,14.5336783122189,9.39855919330862,12.1348343972238,12.2687553146051
"Q9HTC6",2.62744672809203,2.66207246217914,2.64248696585798,0,0,0
"Q9HTC8",6.56861682023008,0,0,4.02795393998941,11.2013855974373,7.55000327052623
"Q9HTD0",5.25489345618407,5.32414492435829,2.64248696585798,0,0,0
"Q9HTD1",22.9901588708053,33.7195845209358,15.8549217951479,5.37060525331921,12.1348343972238,7.55000327052623
"Q9HTD3",1.97058504606902,0,0,0,0,0
"Q9HTD6",0,0,0,0,1.86689759957289,4.71875204407889
"Q9HTD7",48.6077644697026,55.903521705762,39.6373044878697,92.6429406197564,48.5393375888951,29.2562626732891
"Q9HTD8",0,0,0,0,0,3.77500163526312
"Q9HTD9",336.970042877803,343.40734762111,210.077713785709,122.181269513012,345.376055920985,224.612597298155
"Q9HTE2",26.2744672809203,40.8184444200802,0,14.7691644466278,17.7355271959425,11.3250049057893
"Q9HTE9",13.7940953224832,0,5.28497393171596,4.02795393998941,0,0
"Q9HTF0",0,0,2.64248696585798,0,1.86689759957289,1.88750081763156
"Q9HTF1",7.22547850225309,11.5356473361096,7.92746089757394,2.68530262665961,5.60069279871867,0
"Q9HTI3",5.25489345618407,2.66207246217914,0,0,2.80034639935933,5.66250245289467
"Q9HTI6",7.22547850225309,4.43678743696524,10.5699478634319,0,1.86689759957289,0
"Q9HTJ1",39.4117009213805,48.8046618066177,80.5958524586684,45.6501446532133,42.00519599039,59.4562757553941
"Q9HTJ2",4.59803177416106,0,0,4.02795393998941,5.60069279871867,3.77500163526312
"Q9HTJ6",5.25489345618407,3.54942994957219,2.64248696585798,5.37060525331921,3.73379519914578,3.77500163526312
"Q9HTJ9",4.59803177416106,5.32414492435829,23.7823826927218,0,0,0
"Q9HTK0",0,0,0,16.1118157599576,1.86689759957289,0
"Q9HTK9",2.62744672809203,3.54942994957219,0,0,0,2.83125122644734
"Q9HTL0",4.59803177416106,2.66207246217914,2.64248696585798,8.05590787997882,56.9403767869731,7.55000327052623
"Q9HTL3",0,5.32414492435829,0,9.39855919330862,6.53414159850511,6.60625286171045
"Q9HTL4",18.3921270966442,7.09885989914439,14.5336783122189,16.1118157599576,2.80034639935933,11.3250049057893
"Q9HTL5",3.94117009213805,1.7747149747861,2.64248696585798,5.37060525331921,0,1.88750081763156
"Q9HTL9",6.56861682023008,0,15.8549217951479,120.838618199682,36.4045031916713,54.7375237113152
"Q9HTM0",1.31372336404602,0,0,0,3.73379519914578,0
"Q9HTM1",10.5097869123681,4.43678743696524,10.5699478634319,0,4.66724399893222,9.43750408815779
"Q9HTM2",4.59803177416106,5.32414492435829,0,4.02795393998941,0,0
"Q9HTM3",5.91175513820707,0,0,0,6.53414159850511,7.55000327052623
"Q9HTM5",5.25489345618407,5.32414492435829,0,0,0,1.88750081763156
"Q9HTN2",1.97058504606902,11.5356473361096,3.96373044878697,34.9089341465749,12.1348343972238,14.1562561322367
"Q9HTN3",0,0,0,6.71325656664902,3.73379519914578,0
"Q9HTN4",0,3.54942994957219,0,17.4544670732874,1.86689759957289,0
"Q9HTN7",11.1666485943911,9.76093236132353,2.64248696585798,6.71325656664902,9.33448799786445,2.83125122644734
"Q9HTN8",16.4215420505752,0,3.96373044878697,4.02795393998941,59.7407231863325,4.71875204407889
"Q9HTN9",0,0,0,0,0,13.2125057234209
"Q9HTP0",1.97058504606902,0,5.28497393171596,0,0,0
"Q9HTP1",15.7646803685522,11.5356473361096,0,17.4544670732874,15.8686295963696,4.71875204407889
"Q9HTP2",133.342921450671,126.004763209813,232.538852995502,79.2164274864584,94.2783287784309,202.906337895392
"Q9HTP9",0,0,14.5336783122189,2.68530262665961,0,0
"Q9HTQ0",45.3234560595876,42.5931593948663,13.2124348292899,72.5031709198094,79.3431479818478,60.4000261642098
"Q9HTQ2",18.3921270966442,19.5218647226471,13.2124348292899,26.8530262665961,22.4027711948747,16.0437569498682
"Q9HTQ4",4.59803177416106,0,0,0,8.401039198078,8.49375367934201
"Q9HTQ6",7.22547850225309,13.3103623108957,0,16.1118157599576,3.73379519914578,1.88750081763156
"Q9HTR3",0,0,0,0,0,2.83125122644734
"Q9HTR6",9.85292523034512,10.6482898487166,9.24870438050293,28.1956775799259,40.1382983908171,33.975014717368
"Q9HTR8",0,0,0,5.37060525331921,0,0
"Q9HTR9",9.19606354832212,3.54942994957219,3.96373044878697,0,9.33448799786445,11.3250049057893
"Q9HTS3",0,1.7747149747861,0,0,0,2.83125122644734
"Q9HTS6",3.94117009213805,3.54942994957219,10.5699478634319,0,1.86689759957289,5.66250245289467
"Q9HTS9",36.7842541932885,20.4092222100401,33.0310870732248,26.8530262665961,18.6689759957289,18.8750081763156
"Q9HTT1",1.31372336404602,0,0,0,0,4.71875204407889
"Q9HTT7",1.31372336404602,0,3.96373044878697,2.68530262665961,9.33448799786445,16.0437569498682
"Q9HTT8",1.97058504606902,7.09885989914439,0,2.68530262665961,7.46759039829156,1.88750081763156
"Q9HTU2",7.8823401842761,6.21150241175134,0,0,1.86689759957289,0
"Q9HTU9",27.5881906449663,27.5080821091845,38.3160610049407,26.8530262665961,19.6024247955153,37.7500163526311
"Q9HTV1",42.0391476494725,39.9310869326872,31.7098435902958,36.2515854599047,26.1365663940205,26.4250114468418
"Q9HTV3",0,1.7747149747861,0,12.0838618199682,5.60069279871867,0
"Q9HTV6",0,4.43678743696524,0,16.1118157599576,8.401039198078,3.77500163526312
"Q9HTV7",4.59803177416106,0,0,8.05590787997882,0,4.71875204407889
"Q9HTV8",1.97058504606902,0,0,4.02795393998941,2.80034639935933,4.71875204407889
"Q9HTV9",0,0,0,6.71325656664902,6.53414159850511,3.77500163526312
"Q9HTW0",0,0,0,8.05590787997882,3.73379519914578,0
"Q9HTW1",1.97058504606902,9.76093236132353,5.28497393171596,0,0,0
"Q9HTW2",0,0,0,0,0,2.83125122644734
"Q9HTW3",0,9.76093236132353,0,0,16.802078396156,0
"Q9HTW4",0,0,0,0,5.60069279871867,0
"Q9HTW5",7.22547850225309,10.6482898487166,7.92746089757394,0,7.46759039829156,0
"Q9HTW6",17.7352654146212,11.5356473361096,30.3886001073668,0,6.53414159850511,10.3812544969736
"Q9HTW7",2.62744672809203,4.43678743696524,0,21.4824210132769,7.46759039829156,1.88750081763156
"Q9HTX3",1.97058504606902,1.7747149747861,3.96373044878697,0,1.86689759957289,1.88750081763156
"Q9HTX5",7.8823401842761,28.3954395965775,15.8549217951479,5.37060525331921,8.401039198078,8.49375367934201
"Q9HTX6",5.25489345618407,2.66207246217914,0,111.440059006374,22.4027711948747,8.49375367934201
"Q9HTX7",12.4803719584372,9.76093236132353,3.96373044878697,5.37060525331921,5.60069279871867,3.77500163526312
"Q9HTX8",0,0,0,4.02795393998941,0,0
"Q9HTY1",2.62744672809203,0,0,5.37060525331921,4.66724399893222,0
"Q9HTY2",2.62744672809203,0,2.64248696585798,0,3.73379519914578,3.77500163526312
"Q9HTY4",4.59803177416106,4.43678743696524,0,0,4.66724399893222,2.83125122644734
"Q9HTY6",5.25489345618407,10.6482898487166,6.60621741464495,4.02795393998941,9.33448799786445,0
"Q9HTY8",1.97058504606902,0,0,12.0838618199682,0,2.83125122644734
"Q9HTY9",13.7940953224832,13.3103623108957,5.28497393171596,5.37060525331921,15.8686295963696,16.987507358684
"Q9HTZ3",0,0,0,0,0,2.83125122644734
"Q9HTZ4",1.97058504606902,1.7747149747861,0,0,0,0
"Q9HTZ5",1.97058504606902,0,0,0,0,0
"Q9HTZ6",1.97058504606902,0,0,0,0,0
"Q9HTZ7",44.0097326955416,171.259995066858,26.4248696585798,21.4824210132769,25.203117594234,16.0437569498682
"Q9HU01",0,0,0,8.05590787997882,2.80034639935933,4.71875204407889
"Q9HU02",3.28430841011504,2.66207246217914,0,2.68530262665961,0,0
"Q9HU03",4.59803177416106,7.09885989914439,2.64248696585798,0,5.60069279871867,5.66250245289467
"Q9HU05",3.94117009213805,7.98621738653743,0,0,7.46759039829156,4.71875204407889
"Q9HU11",18.3921270966442,22.1839371848262,15.8549217951479,98.0135458730756,82.1434943812071,149.112564592893
"Q9HU14",3.94117009213805,14.1977197982888,0,0,0,0
"Q9HU15",1.97058504606902,4.43678743696524,7.92746089757394,16.1118157599576,10.2679367976509,3.77500163526312
"Q9HU18",21.6764355067593,19.5218647226471,15.8549217951479,26.8530262665961,36.4045031916713,11.3250049057893
"Q9HU19",5.25489345618407,7.09885989914439,3.96373044878697,0,4.66724399893222,0
"Q9HU21",3.28430841011504,0,5.28497393171596,0,4.66724399893222,8.49375367934201
"Q9HU22",6.56861682023008,3.54942994957219,0,49.6780985932027,25.203117594234,20.7625089939471
"Q9HU23",2.62744672809203,4.43678743696524,3.96373044878697,0,2.80034639935933,0
"Q9HU24",47.2940411056566,32.8322270335428,26.4248696585798,24.1677236399365,29.8703615931662,21.7062594027629
"Q9HU31",1.97058504606902,0,0,4.02795393998941,0,5.66250245289467
"Q9HU35",1.97058504606902,0,0,2.68530262665961,3.73379519914578,1.88750081763156
